user_id,username,post_md_like,post_md_retweet,post_md_reply,post_md_quote,post_text,sentiment_results,post_sentiment_score,post_sentiment_numeric,post_text_length
B00EBED1-ED6A-4CD7-96D9-CFA97C6F8311,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
8828F244-0FA7-4839-BAD3-A7704C726BC9,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
5C49AB30-CF02-495E-A5E9-064E777E57EA,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
35F6B52A-63DE-4F77-8D58-131D6AC41479,,5.0,,2.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
E1911FFC-2684-497B-AF28-280235C6C87D,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
26A40B9D-D9AB-4BAF-AB7C-12AD0CCA3191,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
FD427FD8-E23D-4557-B267-AA5CA7BCFDFD,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
D3CF7F8F-3AAF-4232-8E44-9A528BE47C2D,,29.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
606F1ADD-E585-4810-ACC4-417BFF47E2A6,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
05870672-26A9-45C9-BD12-32BEDE554859,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
A51F9727-7D7F-4EC6-8A72-1CBAC534CED6,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
4938ACA9-090A-4D5A-8762-13F3D354D5AF,,70.0,,2.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
CFF3884D-89CE-457F-8731-C478C81FEAA9,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
782045C6-F801-4093-AED5-B8C21D3760D8,,9.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
CB61841B-0923-4AF6-8AAF-78B0B02527EE,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
3F8794B6-9E78-4DC7-AC0B-CC50C9F12270,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
4C03C92A-72DB-437B-994E-7E891BE47A9C,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
5F87D407-4429-4B78-A31F-9060E2A2529E,,5.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
42D4F497-A878-478D-9971-3DFBD1979298,,18.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
F938F6FF-D76F-4AC5-8CEA-B7F53372741A,,10.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
DCE5BE5C-4F90-4505-9C4B-81001915AAE5,,256.0,,9.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
C04C91F2-7414-4F2E-AE66-6E87DD6681D9,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
1503F4B5-D8D4-493E-A9AA-A38618017FCD,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
1B4227DC-84DA-4C52-8ED7-21A60D29A517,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
11537499-8F4A-4ABD-8A4D-992D25286F01,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
EA05E6BA-E885-4C50-96BF-8383143F2F0A,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
9AA016B5-D772-46ED-A16C-725DB3285114,,6.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
6CB17806-2035-45E2-8437-3E20079E9A2C,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
060D18E1-298D-455A-A459-AEAD5F990782,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
E4BE636B-AD95-4C9E-884F-BD02AF2B8CD2,,8.0,,1.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
F00764C7-59EC-43EB-BC82-592034693157,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
9A7AD852-A54C-46DA-8595-25477F8253DF,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
BD86589F-A191-41A0-93A7-4CE44443A2C2,,6.0,,2.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
2A67D367-93E6-4948-8671-3BACF096722D,,8.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
A89640BE-E3FD-478A-910C-3EEDB727353C,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
E14BA6CE-83E5-4C09-B16B-7851D3D3F56D,,82.0,,3.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
09F54558-4E8B-4BE5-BD25-BBE5CADC6D7F,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
9444F65D-03FE-457B-B613-88534CE83895,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
8FBBD87E-AC64-4915-92EE-A6DC30CAB19D,,7.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
1675B496-BC2D-478A-B0C6-AB064CD39E7D,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
308A3375-C23A-4DD4-941D-C44306091E86,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
88CA4D4A-61DA-484E-9A9B-14DAE71EABB9,,1695.0,,8.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
6A9193E3-2A9F-4751-82B9-1A815BBEBD09,,253.0,,3.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
E71619FE-8F53-4847-823E-A3B50B78F049,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
395AFF15-7293-4751-9685-0A67E20D0AF8,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
9F870AC4-50C9-45E8-BD38-A219DCD380E9,,16.0,,1.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
8986802E-13E7-4BFB-A9D5-60B9A314AE2C,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
755B96BA-EC3E-4DAD-A29D-8054AA31AF75,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
ED6922D1-DA6F-40EC-B0EE-B6E39DEE3EDB,,4.0,,2.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
1662A0F9-1E5E-4453-AB10-4CDA0900F621,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
8B6B329F-3655-4704-854F-054C7A73850E,,14.0,,10.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
1E185530-5386-4C9D-90AC-BC10C1959E5E,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
B318388B-EA1C-4956-BC52-8191BC94293D,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
E501B1C7-50A2-4592-A746-1FE4E64770C2,,37.0,,10.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
4C03C92A-72DB-437B-994E-7E891BE47A9C,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
0026A0BD-63BA-44B4-9BF2-1D57695C84E8,,4.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
ECB5E564-8293-41AE-90B8-3E0879FB4CEB,,7.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
5A865ACC-D446-4996-A03D-35794CF61A08,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
A2500C03-5288-4EAD-ABC1-2E1CB8325CFA,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
5DAD8F4D-B882-4F6D-94A2-8A0BF36A5485,,7857.0,,24.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
6713EFC9-358E-47B3-87BF-3C1ABD5FA371,,9.0,,1.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
69917052-E1AF-422E-8449-C3E4BDA1BE41,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
3969A6D5-557A-42C2-9308-4692DE7BC180,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
C822EAF0-EC17-4EFC-AB17-5C66CA543DDD,,4.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
B352C882-3690-45CB-84E5-310293BB8DFE,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
1B9816F1-0860-4B1B-9A61-7934EA4D6E12,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
6DFE0382-6A92-4230-B6BB-BCFA8B199335,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
B28D5D0C-706E-4274-B658-3E557DAE590E,,95.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
C3A3CDF1-5A70-45B1-84AF-64C22D292F91,,3.0,,1.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
0DB7A04C-987A-4F32-889F-2A33066A2CDB,,11.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
5A948BAC-C396-46FB-AB1B-301840B0811E,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
39006899-E200-41F7-8189-72485070F209,,4.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
16FCE689-1A11-447E-BE2D-0BC9D270D960,,4.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
237DD243-B9D3-4F07-944C-5B9AF614193B,,37.0,,1.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
F0592C0D-AA59-4BCA-AD0F-8A589044DB70,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
E1DBCE1C-B279-429E-A968-5DC1D5034FDB,,33.0,,1.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
899B6116-3935-4139-98BF-1CA8F331E4EF,,6.0,,1.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
FDD81256-23AB-44D0-A76D-2BED913C8C7E,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
CDE29069-75B9-49FC-B43F-7CCBC39599D6,,3.0,,3.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
DA622667-8A64-46D9-A743-80B0F65C591A,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
C28D6F4B-8362-401A-BB38-871E1102921D,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
B1D26BC2-D9BF-44D9-8C37-BD21624C4D9A,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
A3A97BDC-E5B2-4399-B5C9-A3ACAA8B16EA,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
817386A0-AEA2-4297-B366-8EA65C069F3D,,8.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
4A8A3729-BFD8-48D8-B86A-975CC1852072,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
A8B29C09-3B5E-4B7C-8EB0-081AA0A3ECC3,,4.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
C441E31A-5D6B-4136-B22D-583FAAB2C113,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
956DBA5D-9A33-457F-9A6B-62850E80CEBF,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
060D2E11-1618-44EF-A69E-64043061503F,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
92E16902-F8DB-4788-943D-7E7AE41EEFA4,,4.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
55813B19-B7EC-4B4F-AA99-69DBFD35F83D,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
C0E862A2-7BF7-485D-AA31-2E5D0E05AC17,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
2A44843C-DAE6-4F7A-8DB6-4886C2DB3505,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
3AEBEAC6-3FBD-4886-9EEF-BCE074A12B00,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
914347F2-2BD4-4BFD-9428-AFC4473F6140,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
5E458E1D-D70E-4072-B237-ACF93CD49CDF,,7.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
4B36B3E0-4B5D-41F7-A5DF-663C873AFD99,,16.0,,2.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
F2524CBE-03C7-44F1-BD1E-8589D9277FC2,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
75579DB7-B235-42F4-9B99-AAAE6D198947,,15.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
091552FA-DFFE-4AC6-B6AE-79E7CD56FAFB,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
CD5988DE-8D05-4651-AD17-4E125CA1A1BB,,4.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
2B75BCF2-E3C6-46E7-9EEA-9CD08523CF2B,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
D4D176B2-CC2B-4FAD-8601-0B828614AB06,,12.0,,1.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
850DEBAD-0CF5-4C48-8083-11F8959193CB,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
DBEFE547-0A71-4347-AE28-492BF4438344,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
F80E3C24-B9C0-488F-86EF-C25209F3E421,,27.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
5F9F532D-9174-4838-BF4A-932E444563A2,,11.0,,2.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
E357246B-66BB-4A01-A28D-7E1F22DF38A2,,7.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
BAA3D59B-BF32-44AF-9E5D-C42A0EF9A34B,,22.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
20ED3363-BF93-4D02-9C51-00ED3591E539,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
3ABBB1BC-F167-47F2-BD5A-3B6CEBE6D1F9,,3.0,,1.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
86ED4781-BB11-4D67-8EA9-5AAF28C872E0,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
A71FC14B-39C0-47C4-82F4-6BDFAD5E5A4C,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
90EB49FF-93E4-4707-AFAD-321289C51203,,9.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
102D8EF8-93F2-4490-BFCF-BC30B0CB66EA,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
4270BCF8-D4C3-49FD-957B-91155A5A020C,,4.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
4553018E-441D-43DA-9AD5-2767C290CC5D,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
CD738B4A-289C-4838-B663-4CE4FD8978B1,,66.0,,2.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
1F7CAE5D-7B63-4185-ACA2-7BFEC34D907D,,5.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
463A6EA2-2EBC-42D3-9B73-760A7C0876B8,,7.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
9EDC3B15-F943-42C9-9C93-96F4193B66DE,,4.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
B030DD22-4827-425B-8733-2A401376D83D,,5.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
030BC107-9DE3-4949-82A3-5B3EF51AFA59,,4.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
1A643A1D-2E05-48DB-A98F-96CED889A52A,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
70659516-9BEC-484B-8F4A-C2C684C8EA38,,4.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
14B64C2C-2DD3-4B4E-8AFB-140D59D2038F,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
B4973477-EF2F-4B45-B36D-80BB6C22D88B,,4.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
D3A206B2-7897-43C8-BFF0-3B0F30E0C424,,8.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
471883E5-F35C-486E-AE30-3FBE6AC29CEB,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
C6450770-0C81-42C4-9300-94C50FA0D5D1,,15.0,,1.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
411A3143-19B8-41AF-AD03-3EDD4A78196C,,2.0,,1.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
1376C485-C6B6-4AB3-8313-9A56995241CA,,372.0,,1.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
409D60F4-ECF8-44AF-B3C4-315058A70564,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
DA06D643-5464-4141-A25B-06F723A58DDC,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
CF6CBE36-6F7C-420B-BA8B-B1F2B79D4AAA,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
E00FB263-2C85-4485-B836-14ADAC959D2F,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
90F207B7-3140-44C7-8AB8-8BBC110147D1,,9.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
C9342D4E-7209-422B-88C6-CEA4B071A4C9,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
1F3A95B6-EC52-41D8-9095-A6A9B0579A0F,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
94AD3B3D-AEE4-48B7-91E4-02018EDC60C0,,10.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
AC735388-D1C4-4AC7-A696-1A90EBD82173,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
A32EDE51-B41B-43CD-B85F-B4F89B82B63D,,4.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
C0F0CAC0-DE22-4D28-940E-1E5ABD699706,,9.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
F9E152E9-E599-4760-9B38-73F9C14D6120,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
F486F6ED-DFF4-4233-85E2-1C445BA9AD3D,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
E602C5B6-A09E-45A0-8830-02B09853D8CC,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
479FC9A3-D863-4EA4-A325-2ADC0C6B87A6,,13.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
B1C04A2C-DAE0-43F8-B7DD-C9B31941BA6A,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
