user_id,username,post_md_like,post_md_retweet,post_md_reply,post_md_quote,post_text,post_text_length
177673457,RaoKavitha ,,,,,"Thank you, Sub-Inspector Jeevan garu for your services to all of us. You won over corona &amp; have resumed to serving the people agin. I salute to all in the line of duty. My gratitude to our police forces. Stay tuned to hear our conversation.
#ThankYouWarriors https://t.co/bqiJ8tqpPm
",287
177673457,RaoKavitha ,,,,,"RT @SatyaPeddapelli: Please respond...
O-ve platelets required urgently..
Name: M S V Narasimha Rao
Age: 62, Continental Hospital, Financi…
",140
177673457,RaoKavitha ,,,,,"Thank you, Sister Saritha Vidhyulatha of Nizamabad Government General Hospital. It was a pleasure to speak to you.
A big thank you to all health workers for serving the society so selflessly and effortlessly in these testing times.
#ThankYouWarriors https://t.co/eQyCCYxzFX
",274
177673457,RaoKavitha ,,,,,"This #IndependenceDay is special after fighting for India’s freedom, today we are united in this fight against Coronavirus. I am pleased to announce a series of my interactions with our #COVIDWarriors who have been at the forefront in the war against pandemic.
#ThankYouWarriors https://t.co/fOWmJZ70jh
",303
177673457,RaoKavitha ,,,,,"RT @SaajanSidhams: Urgently required
Patient name - Satyanarayana Panduga
Age - 64
Needed Blood group O +ve plasma for Covid Patient From…
",139
177673457,RaoKavitha ,,,,,"Heartiest greetings to all on the auspicious occasions of #Janmasthami.
May blessings of Lord Krishna illuminate our lives with wisdom and happiness
#Janmashtami
#krishnajanmashtami https://t.co/SdcX259FQW
",206
177673457,RaoKavitha ,,,,,"RT @madihafatima27: Emergency!
Need O +VE Blood plasma of a covid recovered person
Location : Apollo
Contact : Maaz Shaik
+…
",125
177673457,RaoKavitha ,,,,,"RT @balaexpressTNIE: #Telangana Jagruthi, an NGO of @RaoKavitha, donated 50 computers and 500 work stations to village learning circles, fo…
",141
177673457,RaoKavitha ,,,,,"RT @Ashi_IndiaToday: #Telangana Jagruthi of ⁦@RaoKavitha⁩ extends help to the underprivileged student at the time of the pandemic. The orga…
",141
177673457,RaoKavitha ,,,,,"The news of #AirIndiaExpress plane crash is deeply shocking and saddening. Praying with the families and loved ones of all the passengers and crew members on board.
",165
177673457,RaoKavitha ,,,,,"Sincerely wishing for good health of you and your family. Glad to be able to help you. https://t.co/SarOiysZXQ
",111
177673457,RaoKavitha ,,,,,"RT @TJagruthi: మంచిర్యాల జిల్లా లోని సింగరేణి కుటుంబ సభ్యుడు సత్యనారాయణ గారి కుమారుడు సంకీర్త్ కు సివిల్ సర్వీసెస్ ఎగ్జామ్ లో 330 ర్యాంకు వ…
",141
177673457,RaoKavitha ,,,,,"RT @TJagruthi: ప్రొఫెసర్ జయశంకర్ సార్ జయంతి సందర్భంగా జయశంకర్ సార్ కు నివాళులు అర్పించిన వికారాబాద్ జిల్లా అధ్యక్షురాలు పెద్ది పుణ్యవతి. కా…
",141
177673457,RaoKavitha ,,,,,"RT @TJagruthi: గురువారం అసిఫాబాద్ లో జాగృతి ఆధ్వర్యంలో జెడ్పి చైర్ పర్సన్ కోవ లక్ష్మీ గారు ఎమ్మెల్యే ఆత్రం సక్కు గారితో కలిసి జయశంకర్ సార్…
",140
30180137,TommyHilfiger ,,,,,"@viiannO12 We really want to know more about this! Please reach out to us via DM.
",82
30180137,TommyHilfiger ,,,,,"@MarisaLor We really want to know more about this! Please reach out to us via DM.
",82
30180137,TommyHilfiger ,,,,,"@Mattjenkins91 We are looking into this for you and will get back to you as soon as we can.
",92
30180137,TommyHilfiger ,,,,,"@ch0udxy Thanks! 💕 We've connected with you via DM.
",52
30180137,TommyHilfiger ,,,,,"@ChIoeeWard We are looking into this for you and will get back to you as soon as we can.
",89
30180137,TommyHilfiger ,,,,,"@ch0udxy We are looking into this for you and will get back to you as soon as we can.
",86
30180137,TommyHilfiger ,,,,,"@ChIoeeWard We are looking into this for you and will get back to you as soon as we can.
",89
30180137,TommyHilfiger ,,,,,"@WayneBolton13 We really want to know more about this! Please reach out to us via DM.
",86
30180137,TommyHilfiger ,,,,,"@OsvaldoRobles9 We really want to know more about this! Please reach out to us via DM.
",87
30180137,TommyHilfiger ,,,,,"@xmrslx We really want to know more about this! Please reach out to us via DM.
",79
30180137,TommyHilfiger ,,,,,"@WayneBolton13 We're happy to help! Please reach out to us via DM.
",67
30180137,TommyHilfiger ,,,,,"@ejaz_x We really want to know more about this! Please reach out to us via DM.
",79
30180137,TommyHilfiger ,,,,,"@cadeau_2009 We really want to know more about this! Please reach out to us via DM.
",84
30180137,TommyHilfiger ,,,,,"@ErickLara82 We really want to know more about this! Please reach out to us via DM.
",84
30180137,TommyHilfiger ,,,,,"@JamieTGLutner We're happy to help! Please reach out to us via DM.
",67
30180137,TommyHilfiger ,,,,,"@T_Kach1992 We really want to know more about this! Please reach out to us via DM.
",83
30180137,TommyHilfiger ,,,,,"@Peerzadaovais Hi Dr. Ovais, we'll be reaching out to you via DM!
",66
30180137,TommyHilfiger ,,,,,"@_TommyLeon Hi Jax, thanks for the mention! Please reach out via DM with more information, we're happy to help.
",112
30180137,TommyHilfiger ,,,,,"@NzlTln We really want to know more about this! Please reach out to us via DM.
",79
30180137,TommyHilfiger ,,,,,"@LouiseF28595635 We really want to know more about this! Please reach out to us via DM.
",88
30180137,TommyHilfiger ,,,,,"@katsumantri We really want to know more about this! Please reach out to us via DM.
",84
30180137,TommyHilfiger ,,,,,"@sallyannxxo We really want to know more about this! Please reach out to us via DM.
",84
30180137,TommyHilfiger ,,,,,"@alistair_ross2 We really want to know more about this! Please reach out to us via DM.
",87
30180137,TommyHilfiger ,,,,,"@MenahilShahid We are looking into this for you and will get back to you as soon as we can.
",92
30180137,TommyHilfiger ,,,,,"@GailMHamilton1 We really want to know more about this! Please reach out to us via DM.
",87
30180137,TommyHilfiger ,,,,,"@Xeniman We're happy to help! Please reach out to us via DM.
",61
30180137,TommyHilfiger ,,,,,"@KalEl010 We're happy to help! Please reach out to us via DM.
",62
30180137,TommyHilfiger ,,,,,"@KalEl010 We're happy to help! Please reach out to us via DM.
",62
30180137,TommyHilfiger ,,,,,"@Steph45627759 Hi Steph, we've recently responded to your DM! ✨
",64
30180137,TommyHilfiger ,,,,,"@Peerzadaovais We're working on it, Dr. Ovais! Keep you posted! ✨
",66
30180137,TommyHilfiger ,,,,,"@Peerzadaovais We are looking into this for you and will get back to you as soon as we can.
",92
30180137,TommyHilfiger ,,,,,"@ElysianBliss13 We really want to know more about this! Please reach out to us via DM.
",87
30180137,TommyHilfiger ,,,,,"@Steph45627759 Hi Steph, we're sorry to hear! Please reach out to us via DM, we're happy to help further.
",106
30180137,TommyHilfiger ,,,,,"@Peerzadaovais Hi there, thanks for the mention. We'd like to hear more about this. We've sent you a DM!
",105
30180137,TommyHilfiger ,,,,,"@alitaranssari We really want to know more about this! Please reach out to us via DM.
",86
30180137,TommyHilfiger ,,,,,"@PrashantSuri16 We really want to know more about this! Please reach out to us via DM.
",87
30180137,TommyHilfiger ,,,,,"@AStartligh We're happy to help! Please reach out to us via DM.
",64
30180137,TommyHilfiger ,,,,,"@fiestast73 We would like to understand what the matter is about. Please reach out to us via DM.
",97
30180137,TommyHilfiger ,,,,,"@Peerzadaovais We really want to know more about this! Please reach out to us via DM.
",86
30180137,TommyHilfiger ,,,,,"@MBaqer_ We're happy to help! Please reach out to us via DM.
",61
30180137,TommyHilfiger ,,,,,"@OsvaldoRobles9 We're happy to help! Please reach out to us via DM.
",68
30180137,TommyHilfiger ,,,,,"@amitm5713 We really want to know more about this! Please reach out to us via DM.
",82
30180137,TommyHilfiger ,,,,,"@michaelsevcik We really want to know more about this! Please reach out to us via DM.
",86
30180137,TommyHilfiger ,,,,,"@yovani_nene We're happy to help! Please reach out to us via DM.
",65
30180137,TommyHilfiger ,,,,,"@AndrewLock7 We're happy to help! Please reach out to us via DM.
",65
30180137,TommyHilfiger ,,,,,"@SlimSaladin Forced labor is considered a zero-tolerance issue at PVH. PVH will cease all business relationships with any factories and mills that produce garments or fabric, or use cotton grown, in Xinjiang within the next 12 months. Please read our statement here: https://t.co/a6jd8f7lCk
",291
30180137,TommyHilfiger ,,,,,"@JerryMander We really want to know more about this! Please reach out to us via DM.
",84
30180137,TommyHilfiger ,,,,,"@jcarlosor84 We're happy to help! Please reach out to us via DM.
",65
30180137,TommyHilfiger ,,,,,"@Dr_Ken0 We really want to know more about this! Please reach out to us via DM.
",80
30180137,TommyHilfiger ,,,,,"@ramardavid Completely untrue! Inclusivity, diversity and self-expression have always been at the core of our brand. Follow these links to the Oprah site and the Anti-Defamation League (ADL) who proved this rumor false independently: https://t.co/6MBPQqGv0c and https://t.co/1Fx6bAuBOJ.
",287
84078498,DonJediondo ,,,,,"Y yo a ti. Aunque te escucho en los informes y en el alargue o como dice el agüelo Medas: en el amargue jajajay a veces espero tu voz y me ponen es a Chemas jajajay https://t.co/QPQzVd5gta
",189
84078498,DonJediondo ,,,,,"Así es Julianita. Y en mi casa solo usamos el micrófono 🎤 dos personas: la agüela Melano y yo jajajay un 😘 https://t.co/EIbOJFl43V
",131
84078498,DonJediondo ,,,,,"Q https://t.co/5CnurueeYK
",26
84078498,DonJediondo ,,,,,"Ahora vendrá el Var pero sin fútbol @CaracolRadio
@GolCaracol @donjediondos
",76
84078498,DonJediondo ,,,,,"¿Cuál bebida tomarían en un bar sin licor? 🍹#baresinlicor
",58
84078498,DonJediondo ,,,,,"Un político tan malo pero tan malo que descubrieron que tenía moza porque no sacó sino tres votos Jajajay
@donjediondos @SabadosFelices @CaracolRadio @CaracolTV @LaLuciernaga
",175
84078498,DonJediondo ,,,,,"Es como reabrir las fábricas de cemento pero sin vender cemento. Mejor dicho, nada en concreto @donjediondos @RevistaSemana @ELTIEMPO @CaracolRadio @NoticiasCaracol
",165
84078498,DonJediondo ,,,,,"RT @DonJediondo: ¿Por qué fracasaron los moteles en mi pueblo?
Porque pusieron un aviso a la entrada que dice: solo entra el conductor 🚙 ja…
",141
84078498,DonJediondo ,,,,,"RT @LaLuciernaga: ¿Y entonces abren los bares y discotecas pero sin tomar licor?

¡Así que chiste! 😂🤦‍♂️

Mejor escuchemos a Revolcón
(@yo…
",140
84078498,DonJediondo ,,,,,"¿Por qué fracasaron los moteles en mi pueblo?
Porque pusieron un aviso a la entrada que dice: solo entra el conductor 🚙 jajajajay @donjediondos @DonJediondo @ELTIEMPO
",167
84078498,DonJediondo ,,,,,"Felicitaciones Dr. Montoya y admiración por su gran trabajo https://t.co/8tJn5kAvuT
",84
84078498,DonJediondo ,,,,,"RT @VasquezSoyYo: Si ya saben cómo somos... ¿para qué nos trajeron? #ElLeitShow... Lo que faltaba, Anoche con @DonJediondo gozamos como nun…
",141
84078498,DonJediondo ,,,,,"RT @LaLuciernaga: Sus mercedes 🤩
A las 4 pm “Os Escuchamois” en La Luciérnaga (⁦@DonJediondo⁩)

¡Ya casitooo! ⏰

Escúchanos por Caracol Ra…
",140
84078498,DonJediondo ,,,,,"RT @WRadioColombia: #ElLeitShow | El divertido relato de Don Jediondo en “Las 50 sobras del leit” https://t.co/wss0TRwgBE https://t.co/fzF3…
",141
84078498,DonJediondo ,,,,,"RT @WRadioColombia: Saludamos a nuestro invitado @DonJediondo en #ElLeitShow &gt;&gt; https://t.co/Ul3ss9mypI https://t.co/CEPf1U4hni
",134
84078498,DonJediondo ,,,,,"A qué edad deberían irse los hijos de la casa ? 🏡
",50
84078498,DonJediondo ,,,,,"RT @LaLuciernaga: Ya comienza esta luciérnaga de festivo  y nuestro director encartado es @rabodeajip

Escúchenos en
https://t.co/5PZOkRlI…
",140
84078498,DonJediondo ,,,,,"RT @SantaFe: Independiente Santa Fe lamenta profundamente el fallecimiento de Oswaldo Marcial Palavecino.

Enviamos un fraternal abrazo a t…
",141
84078498,DonJediondo ,,,,,"RT @DonJediondo: ¿Alguna opinión sobre misiá Sarita? #sarita https://t.co/Nv3iCGzmv4
",85
84078498,DonJediondo ,,,,,"¿Alguna opinión sobre misiá Sarita? #sarita https://t.co/Nv3iCGzmv4
",68
84078498,DonJediondo ,,,,,"RT @LaLuciernaga: ¡No sean así! 🥺😂
Seguimos en nuestra Luciérnaga, es viernes y el cuerpo lo sabe 🤩

Escúchanos por Caracol Radio 📻 y en la…
",141
84078498,DonJediondo ,,,,,"RT @DonJediondo: Al final del partido habrá intercambio de tapabocas @FCBarcelona_es @FCBarcelona_cat @FCBayernES @DonJediondo @donjediondo…
",141
84078498,DonJediondo ,,,,,"Al final del partido habrá intercambio de tapabocas @FCBarcelona_es @FCBarcelona_cat @FCBayernES @DonJediondo @donjediondos @golcaracol
",136
84078498,DonJediondo ,,,,,"Setién, Setien... e que ir?
Crees que el DT del Barça Quique Setién... Se tiene que ir?
Sí RT
No ♥
",99
84078498,DonJediondo ,,,,,"Hoy no ha podido anotar Lewandowski por que no la levantoski
@donjediondosopitas @donjediondo @golcaracol
",106
84078498,DonJediondo ,,,,,"Gracias sumercé. Dios le pague en nombre de todos los compañeros https://t.co/Us3gV74ABJ
",89
84078498,DonJediondo ,,,,,"RT @DonJediondo: Felicitaciones a todos los humoristas en su día, en especial a los grandes elencos de @SabadosFelices y @LaLuciernaga la r…
",141
84078498,DonJediondo ,,,,,"Felicitaciones a todos los humoristas en su día, en especial a los grandes elencos de @SabadosFelices y @LaLuciernaga la risa es el mejor gesto de contacto entre los seres humanos. La risa es como la mente: todo lo puede. Mil bendiciones @DonJediondo @CaracolTV @CaracolRadio https://t.co/kMaDprrNol
",300
84078498,DonJediondo ,,,,,"RT @LaLuciernaga: Nuestro portero ‘Otoniel’ envía un saludo todos los Humoristas en su día 😂
•
@donjediondo @alertahumor @risalocahumor @po…
",141
84078498,DonJediondo ,,,,,"Jajajay Dra. Juana muchas gracias y bendiciones. Dios quiera nos veamos pronto en el Canal @caracoltv la quiero mucho sumercé linda https://t.co/VesBxk7vWL
",156
84078498,DonJediondo ,,,,,"En el día del Humorista, recordamos a dos figuras del humor Colombiano: La Nena Jiménez y Don Enrique Colavizza. 🙏#tbt .
Feliz día para todos mis colegas que a través del humor alegran vidas #diadelhumorista 😁 Etiqueten a ese amigo que los hace reír 💬 https://t.co/lqAfxjhsae
",276
84078498,DonJediondo ,,,,,"RT @DonJediondo: Me acabo de poner  la vacuna 💉 Rusa y me siento perfectoski sin ningún efectoski secundarioski и меня  чистые прямые награ…
",141
84078498,DonJediondo ,,,,,"Me refería a este Nino Bravo, Luis Eduardo, bonito, joven, millonario, se depila Jajajay https://t.co/SmkbVvrNdz https://t.co/ZoZrxCzxse
",137
84078498,DonJediondo ,,,,,"Jajaja el ascensor ya me pasó por ahí y siguió derecho Jajajaja https://t.co/KmdES2vnMn
",88
84078498,DonJediondo ,,,,,"Me acabo de poner  la vacuna 💉 Rusa y me siento perfectoski sin ningún efectoski secundarioski и меня  чистые прямые награды
",125
84078498,DonJediondo ,,,,,"Pensé que era Yo me llamo Nino Bravo jajajay https://t.co/O0ap1SaGnn
",69
84078498,DonJediondo ,,,,,"RT @rabodeajip: Mi columna de El Espectador recién destruida por @DonJediondo
Mañas deslucidas
Sobres testigos de ayer y de hoy.
https://…
",139
84078498,DonJediondo ,,,,,"RT @donjediondos: En Don Jediondo Sopitas y Parrilla cuidamos de los nuestros y cuidamos de ti, por eso en nuestra planta de producción seg…
",141
84078498,DonJediondo ,,,,,"También fue campeón con @SantaFe QEPD

Adiós a Vladimir Popovic, el estandarte de la escuela balcánica https://t.co/78LrzOQZLm
",127
84078498,DonJediondo ,,,,,"RT @donjediondos: Porqué no iniciar la semana con un trío?
Sumercé usted pide y nosotros lo llevamos hasta su casa!!!
Domicilios Teléfono 3…
",141
84078498,DonJediondo ,,,,,"!5.000 lovers! Ese man se va a acabar como los lápices ✏️ https://t.co/Ppd6vm6iic
",82
84078498,DonJediondo ,,,,,"El médico Gabriel Ochoa Uribe le dio el título de 1966 a este @SantaFe paz en la tumba del gran arquero, DT y médico Ochoa quien falleció hoy. Agradecimiento perenne del fútbol y condolencias a su familia
@donjediondos https://t.co/oZ5FF8TCH4
",243
84078498,DonJediondo ,,,,,"El VAR perjudicó a Messi. Siendo que debería estar cerrado. En plena pandemia ningún VAR está funcionando
",106
84078498,DonJediondo ,,,,,"Jajaja ¡tan hermosa! Y no mencionaste para nada los 2 relojes de Argemiro, uno en cada Claudia, eh perdón, en cada muñeca https://t.co/hT58ec86tX
",146
84078498,DonJediondo ,,,,,"No veo a Claudita Morales @ClaMoralesM https://t.co/TD3qMV4lhr
",63
84078498,DonJediondo ,,,,,"Jajajaja yo estaría más tranquilo Jajajaja https://t.co/QcSnyKGJAO
",67
84078498,DonJediondo ,,,,,"RT @colombia_hist: El niño Pedro Pascasio fue ascendido a sargento por el Libertador y se le otorgó una gratificación de 100 pesos, misma q…
",141
84078498,DonJediondo ,,,,,"Varan, Varan creo que te sacarán @realmadrid
",45
84078498,DonJediondo ,,,,,"RT @DonJediondo: Mis compatriotas, hoy celebramos la batalla por nuestra libertad, desde las tierras de Boyacá recibimos a nuestros héroes,…
",141
84078498,DonJediondo ,,,,,"RT @Geovivalder: 👏🏼👏🏼👏🏼🇨🇴
",26
2293315159,ObamaFoundation ,,,,,"This #SeniorCitizensDay, get to know seven Chicagoans who have spent decades creating sustainable change in their communities, and read what advice and wisdom they have for the next wave of leaders who will carry their work forward. https://t.co/lwP3eyEtrc
",257
2293315159,ObamaFoundation ,,,,,"That's why Nelly launched Humanity Unites Us—an initiative that is partnering with trusted NGOs already on the ground in #Beirut. As Nelly describes, the needs of people living in the fragile aftermath of tragedy often fluctuate. Learn how you can help at: https://t.co/DW5JSlA55K
",281
2293315159,ObamaFoundation ,,,,,"In early August, a colossal explosion shook the Lebanese capital of #Beirut—killing hundreds and displacing and injuring tens of thousands. For Nelly Awad, an Obama Scholar who has roots in Lebanon, the news shook her to her core. https://t.co/weTEb6j58e
",255
2293315159,ObamaFoundation ,,,,,"Since January, they've conducted dozens of mediations over the phone, while donning PPE for street outreach. That work has helped this @MBK_Alliance National Impact Community partner reduce violence while spreading safe health practices and supporting boys and young men of color.
",281
2293315159,ObamaFoundation ,,,,,"For years @FComunitaria has worked to interrupt violence through mediation, helping reduce homicides in Loíza, Puerto Rico by 90 percent. But when the pandemic hit, this crucial face-to-face work had to adapt.
https://t.co/LMQJRWcvkR
",234
2293315159,ObamaFoundation ,,,,,"Founded by @eramshaw, a 2019 #ObamaSummit speaker, the @19thnews recently hosted a panel featuring Pulitzer Prize winner @nhannahjones and historian @marthasjones_ where they discussed some of the myths surrounding the #19thAmendment. Check out the clip and learn more. https://t.co/jWK18nN4KZ
",294
2293315159,ObamaFoundation ,,,,,"Despite the ratification in 1920, millions of Black, Asian, Indigenous, and Latinx women faced barriers to the ballot box. Nonprofits like the newly-formed @19thnews are focused on telling an inclusive history of the amendment and amplifying historically underrepresented voices.
",280
2293315159,ObamaFoundation ,,,,,"As Americans celebrate a century since the ratification of the #19thAmendment, we are reflecting on the suffrage movement’s legacy, and how women of color—despite being heavily involved in the fight for freedom—are often left out of the narrative. https://t.co/pPlY9gNruD
",272
2293315159,ObamaFoundation ,,,,,"Art doesn’t let you forget.

That’s why @whcalloway helped bring Chicago’s first #BlackLivesMatter mural to his South Shore neighborhood. Learn more about his violence interruption work at https://t.co/zHQmvymM48

🎥: @brookssmedia https://t.co/cdeeoqxhoS
",255
2293315159,ObamaFoundation ,,,,,"Stories of change are beautiful. And this summer, a local photographer helped us turn them into art.

See how Tyesha Moores helped us capture the beauty of what change looks like for three grassroots leaders in Chicago:
https://t.co/FtRAbaIIe8 https://t.co/zvffF7NZg4
",268
