user_id,username,username_uppercase,username_lowercase,username_numeric,username_special,username_length,username_se,screenname,screenname_uppercase,screenname_lowercase,screenname_numeric,screenname_special,screenname_length,screenname_se,screenname_emoji,screenname_hashtag,screenname_word,description,description_length,user_md_follower,user_md_following,user_md_follow_ratio,user_md_total_post,user_md_total_like,user_md_verified,user_md_protected,label
1375713390,supremebrwngrl,0,14,0,0,14,3.3248629576173565,Rajasthani Rani,2,12,0,1,15,2.9735572622751856,0,0,2,From the Land of Royalty | Bi WoC | Intersectional feminist | Indian food connoisseur | @globalwomenfm,102,772,185,4.172972972972973,,23349,,,False
2536750700,homegirleah,0,11,0,0,11,3.095795255000934,t h a l i a ♡,0,6,0,7,13,2.353533948577482,0,0,7,nan,3,65,221,0.29411764705882354,,830,,,False
176688197,GianRaoul,2,7,0,0,9,2.94770277922009,GianRaoúl dla Sierra,3,15,0,2,20,3.521928094887363,0,0,3,"A Dandy Arts/Culture/Foreign Affairs Journalist, Actor - Performer - Entertainer, Bit of a Divo &___________(fill it, dear). #MentalHeath Advocate",146,614,1170,0.5247863247863248,,275,,,False
572969576,pilotparson,0,11,0,0,11,3.095795255000934,pilot,0,5,0,0,5,2.321928094887362,0,0,1,Tx / 16 / Anime / Pisces IG:pilotparson,39,371,314,1.1815286624203822,,4326,,,False
556451163,itsjoseleigh,0,12,0,0,12,3.084962500721156,Jose Leigh,2,7,0,1,10,3.1219280948873624,0,0,2,bad boy good lips. (justin follow me 3/3/15 at 20:53) (austin follow me 29/4/15 at 19:57) #pdc,94,777,296,2.625,,82,,,False
296791685,viedeleon,0,9,0,0,9,2.6416041678685938,Vie♕,1,2,0,1,4,2.0,0,0,1,ig: viedeleon16 ⚓✈,18,477,301,1.584717607973422,,3103,,,False
148022818,nadeem1885,0,6,4,0,10,2.9219280948873623, Nadeem Mirza,2,9,0,2,13,3.238901256602631,0,0,2,"Associate Producer atCapital TV///Worked with  PTV , Waqt TV & Such Tv",70,222,237,0.9367088607594937,,79,,,False
2739111941,christie_ada,0,11,0,1,12,3.2516291673878226,c,0,1,0,0,1,-0.0,0,0,1,nan,3,150,300,0.5,,867,,,False
283036840,crxwnxfthxrns,0,13,0,0,13,3.0269868333592873,Minnie,1,5,0,0,6,1.9182958340544896,0,0,1,Are you gonna be real embarrassed when a motherfucker wearing mascara knocks your fucking fake ass out right now,112,777,88,8.829545454545455,,3836,,,False
2714844633,teamlisthrop,0,12,0,0,12,3.4182958340544896,ya girl bri ☪,0,9,0,4,13,3.0269868333592873,1,0,4,"❝ but i just wanted to say teamlisthrop, thank you, you're like, the greatest twitter in the world and i love you ❞",115,189,178,1.0617977528089888,,2207,,,False
449613360,ilhamangel_,0,10,0,1,11,3.095795255000934, ilham ,0,5,0,2,7,2.521640636343318,0,0,1,ilham 23 year / painter  ❤  FB : http://t.co/BxHidrginT…    Instagram : http://t.co/dyFfNkvJ1Y,94,1232,270,4.562962962962963,,16802,,,False
2814084987,babe_Peaches,1,10,0,1,12,2.8553885422075336,Peaches ,1,6,0,1,8,2.75,0,0,1,NSFW UK camgirl http://t.co/MCLNZBYB3d Email peacheslefevre@gmail.com Gifts: http://t.co/dk6YcY2ZfV & http://t.co/VS0iOxVuu0 Buy panty: http://t.co/uLoLFKWj73,158,804,636,1.2641509433962264,,2134,,,False
2451796016,tristansilva_,0,12,0,1,13,3.0850551027564768,Yoncé,1,4,0,0,5,2.321928094887362,0,0,1,"You're born, you die, and in between you make a lot of mistakes, but Life is made up of years that mean nothing and moments that mean it all.",141,312,628,0.4968152866242038,,1893,,,False
2559890568,totalhowell,0,11,0,0,11,2.6635327548042547,juli(r)a(t),0,7,0,4,11,3.095795255000934,0,0,1,wow dan what a meme,19,2441,103,23.699029126213592,,26245,,,False
208913421,ArrahQ,2,4,0,0,6,2.2516291673878226,Arrah Camillia,2,11,0,1,14,3.0391486719030705,0,0,2,"reader/writer, sleeper/dreamer, an emotional girl who tries to be logical much to her own detriment.",100,147,138,1.065217391304348,,71,,,False
853279890,darchwjack,0,10,0,0,10,2.9219280948873623,OG jacko,2,5,0,1,8,3.0,0,0,2,Meninist | I dont do drugs. I am drugs - Salvador Dali.,55,459,389,1.179948586118252,,4399,,,False
85826876,KennaCarmon,2,9,0,0,11,2.8453509366224368,Kenna Carmon,2,9,0,1,12,3.0220552088742005,0,0,2,Her name is Kenna and she dances on the sand..,46,235,570,0.41228070175438597,,9,,,False
764731350,ChozLogs,2,6,0,0,8,2.75,Chloe Czolgosz,2,11,0,1,14,3.0391486719030705,0,0,2,"Life isn't short. It's the longest thing you'll ever do. Breakfast food is key. Keep your expectations high, and your heels even higher. Movie Expert. SAU 2018",159,691,458,1.5087336244541485,,11204,,,False
1244458130,TiahnaEra,2,7,0,0,9,2.6416041678685938,Ted,1,2,0,0,3,1.584962500721156,0,0,1,nan,3,254,333,0.7627627627627628,,15813,,,False
364732824,SuperJorielf1,2,10,1,0,13,3.3927474104487847,Marjorie ablao,1,12,0,1,14,3.1820058147602133,0,0,2,"♬ music lover,God's angel,    KPOP Fan  ELF|SONE|BLACKJACK",58,116,275,0.4218181818181818,,147,,,False
620404975,caffeinatednz,0,13,0,0,13,3.0850551027564768,Dave Craig,2,7,0,1,10,3.1219280948873624,0,0,2,"Retired coder. Used to be addicted to coffee. When I grow up I want to be an America's Cup skipper or a fighter pilot or a NZ Breaker, over.  Wearer of jandals.",160,2746,2547,1.0781311346682372,,2901,,,False
2320414572,theaugustkiddo,0,14,0,0,14,3.3787834934861753,Angelo,1,5,0,0,6,2.584962500721156,0,0,1,Time-traveling.,15,182,117,1.5555555555555556,,136,,,False
1085834299,silentcharina,0,13,0,0,13,3.238901256602631,silent charina,0,13,0,1,14,3.3787834934861753,0,0,2,IM ADDICTED TO KPOP AND ANIME LOVER ALSO♥ partime model♥showtime lover  ;) follow me and i'll follow you back ;) gamsahamnida ♥ AISHITERU♥,138,241,856,0.28154205607476634,,60,,,False
307161588,TwoTwoAlys,3,7,0,0,10,2.721928094887362,SkinnyCanWrite,3,11,0,0,14,3.3248629576173565,0,0,1,Sickness prevails though Saints have flourished in my city /Sordid stains mark their territory on my conscience but I talk of only beauty.,138,1414,151,9.364238410596027,,1562,,,False
632685533,vannahbabyyy_,0,12,0,1,13,2.6612262562697895,vannah,0,6,0,0,6,1.9182958340544896,0,0,1,"God didn't create me to give a fuck abt you, tf. Fuck you, ya mama, yo uncle, ya grandma & yo dead homies, bitch☺ Now quit lurkin. WHOOOP",137,403,235,1.7148936170212765,,2530,,,False
166211662,ANDRESOHYES,11,0,0,0,11,3.095795255000934,✂,0,0,0,1,1,-0.0,1,0,1,nan,3,543,327,1.6605504587155964,,49956,,,False
71978714,lbpetersen,0,10,0,0,10,2.8464393446710154,bitterbite,0,10,0,0,10,2.2464393446710154,0,0,1,"trust is earned, not given.",27,108,368,0.29347826086956524,,5405,,,False
842433025,Setenzas,1,7,0,0,8,2.75,Setenza,1,6,0,0,7,2.521640636343318,0,0,1,Kiana here just to say that I like to draw and talk about the latest video games!,81,66,76,0.868421052631579,,1662,,,False
2237494153,laedberongoy,0,12,0,0,12,3.2516291673878226,KristineLaeBerongoy,3,16,0,0,19,3.5766176449086657,0,0,1,Lady Spikers ✖ Green ✖ Ariana Grande,36,1025,873,1.1741122565864834,,7145,,,False
58450507,ackimmah,0,8,0,0,8,2.5,kc,0,2,0,0,2,1.0,0,0,1,pre-med student / De Villa,26,520,243,2.139917695473251,,2185,,,False
335821350,andi_napitupulu,0,14,0,1,15,3.056564762130954,αи∂ι ρ иαριтuρulu™,0,14,0,4,18,3.197159723424149,1,0,3,A Christian | Be a blessing | I LOVE #TRAVELLING| Drama| Movies liker| Studying in Yuan Ze University #TAIWAN| Mimpi sejuta dolar NTD is my dreaming|,149,515,939,0.5484558040468583,,12,,,False
2360378178,Addie_bo_baddie,1,12,0,2,15,2.8402239289418523,Addie Dupont,2,9,0,1,12,3.4182958340544896,0,0,2,I'll eat some breakfast then change the world,45,81,77,1.051948051948052,,2192,,,False
1018910047,YoOungNick,3,7,0,0,10,3.3219280948873626,⛅,0,0,0,1,1,-0.0,1,0,1,Won't you let me be your Favorite? #VFT6,40,1327,739,1.7956698240866036,,1497,,,False
122047987,wileywtf,0,8,0,0,8,2.75,Wiley,1,4,0,0,5,2.321928094887362,0,0,1,My expectations are lower than your standards.We'd probably get on.,67,78,209,0.37320574162679426,,249,,,False
153288354,sarahvoverall,0,13,0,0,13,2.873140679513133,Sezzz ⭐️,1,4,0,3,8,2.4056390622295662,1,0,2,Welcome to my Kanye Nest; Please remember to be your Kanye Best ⭐️,66,369,86,4.290697674418604,,500,,,False
2697960505,bluewhiteboy14,0,12,2,0,14,3.521640636343318,Danny COYS ,5,4,0,2,11,3.095795255000934,0,0,2,nan,3,78,13,6.0,,1062,,,False
1093261646,Dready_Day,2,7,0,1,10,2.721928094887362,#FREECARTERV,11,0,0,1,12,2.792481250360578,0,1,1,Watch This Black Boy Fly,24,523,172,3.0406976744186047,,5160,,,False
24295753,MsAmbiguous,2,9,0,0,11,3.095795255000934,Nick (Rosie),2,7,0,3,12,3.4182958340544896,0,0,2,"May the best of your todays, be the worst of your tomorrows●Forca Barca●#23OverEverything●All views and opinions expressed are personal",135,471,337,1.3976261127596439,,24,,,False
489042575,RyanTheFangirl,3,11,0,0,14,3.521640636343318,ryan | vo,0,6,0,3,9,2.94770277922009,0,0,3,Ryannnn! Fashioooonnnnnn!! - @VROmusic,38,1616,1196,1.351170568561873,,23832,,,False
158169328,PH_film,2,4,0,1,7,2.8073549220576037,Peter Hamilton,2,11,0,1,14,3.521640636343318,0,0,2,Entertainment industry dealmaker • Dog lover - Tequila drinker,62,1158,1999,0.5792896448224112,,10911,,,False
288255849,_gracieeee__,0,9,0,3,12,2.5220552088742005,gracie,0,6,0,0,6,2.584962500721156,0,0,1,skills pay the bills,20,134,288,0.4652777777777778,,437,,,False
22437394,AlbertoDefa,2,9,0,0,11,3.2776134368191157,Alberto Desfassiaux,2,16,0,1,19,3.787143960698139,0,0,2,Editor de @atomix. Videojuegos y cine.,38,763,97,7.865979381443299,,922,,,False
427791119,ForDaRatchets,3,10,0,0,13,3.3927474104487847,TeamFatAss,3,7,0,0,10,2.9219280948873623,0,0,1,who needs a bio? My name says it all,36,359,248,1.4475806451612903,,2905,,,False
541506684,JYHRMNO,7,0,0,0,7,2.8073549220576037,Joyce C. Hermano,3,10,0,3,16,3.625,0,0,3,Psalm 13:6,10,1380,1232,1.12012987012987,,1553,,,False
2326385024,yethHer,1,6,0,0,7,2.521640636343318,Yeth ت,1,3,0,1,6,2.584962500721156,0,0,2,21/Teacher/Youth Minister/Dont worry too much because everything happens for a reason. Choose to be brave like Mary! ^^,119,931,1385,0.672202166064982,,1773,,,False
3164941860,ArianaReweti,2,10,0,0,12,3.084962500721156,Ariana Reweti,2,10,0,1,13,3.238901256602631,0,0,2,nan,3,72,460,0.1565217391304348,,146,,,False
574959037,RickyIKian,3,7,0,0,10,3.1219280948873624,Ricky ,1,4,0,1,6,2.584962500721156,0,0,1,#IKian,6,1416,401,3.5311720698254363,,12200,,,False
1544322560,AshGoesDeep,3,8,0,0,11,2.8453509366224368,"Ever, Greatest.",2,10,0,3,15,3.323231428797621,0,0,2,"Realistically, the most scarce in the game. Exotic like a lion. Vanilla bean frap with java chips.The greater things come later in life. Professional indian.",157,314,290,1.0827586206896551,,16169,,,False
609166669,brightestbitch,0,14,0,0,14,3.0391486719030705,Cait ,1,3,0,1,5,2.321928094887362,0,0,1,I believe I can so I fucking will,33,344,383,0.8981723237597912,,10042,,,False
241348252,TheDuckette_,2,9,0,1,12,3.0220552088742005,Ya Girl Court,3,8,0,2,13,3.3927474104487847,0,0,3,Youth Council of OKC ♦️Miss Black OK County Teen 2014 ♦️ Deca ⚡️Biosciences and Medicine Academy Student ❤️,107,490,555,0.8828828828828829,,5073,,,False
246418381,NevineAbaza,2,9,0,0,11,3.095795255000934,Nevine Abaza,2,9,0,1,12,3.2516291673878226,0,0,2,Owner and founder of @Angels_Egypt. Artist & Writer. An Egyptian girl that is deeply in love with Egypt ❤,105,2256,447,5.046979865771812,,2978,,,False
797250055,fabianblanco23,0,12,2,0,14,3.1820058147602133,Fabian ,1,5,0,1,7,2.521640636343318,0,0,1,just living life too the fullest,32,592,694,0.8530259365994236,,7351,,,False
1963501656,dcervetto_,0,9,0,1,10,2.9219280948873623,Dawson,1,5,0,0,6,2.584962500721156,0,0,1,Php 4:13 | Rise to the Ocassion |,33,186,171,1.087719298245614,,4201,,,False
17718315,mhcampacbs,0,10,0,0,10,2.721928094887362,Maryhelen Campa,2,12,0,1,15,3.456564762130954,0,0,2,"News producer and assignment editor in Los Angeles. @CBSEveningNews, @CSUNorthridge. Re-tweets and links are not endorsements from me or CBS News.",146,236,445,0.5303370786516854,,104,,,False
1925081953,calebthompson_,0,13,0,1,14,3.6644977792004614,Caleb T.,2,4,0,2,8,3.0,0,0,2,westmoore,9,370,266,1.3909774436090225,,5596,,,False
367414177,CelesteAdrianaa,2,13,0,0,15,3.272905595320056,Celeste✨,1,6,0,1,8,2.4056390622295662,1,0,1,Celeste. 23. LA. |instagram: celesteadriana|,44,195,135,1.4444444444444444,,4675,,,False
3027846710,canibal_mammal,0,13,0,1,14,2.753434386188785,tyler,0,5,0,0,5,2.321928094887362,0,0,1,no such thing as an ego where i flow ~ define reality {love all my fellow mammals we all fam whassup} im a witch,112,237,394,0.6015228426395939,,227,,,False
149587895,annika_ahmed,0,11,0,1,12,3.0220552088742005,Anika Ahmed,2,8,0,1,11,3.2776134368191157,0,0,2,nan,3,73,473,0.1543340380549683,,236,,,False
2234848961,rai_rooplal4,0,10,1,1,12,2.918295834054489,r.a.i_,0,3,0,3,6,2.2516291673878226,0,0,1,Instagram - r.a.i_                                                Arsenal FC ❤️ #COYG,85,147,151,0.9735099337748344,,51,,,False
2977924797,BeforeCinema,2,10,0,0,12,3.188721875540867,Before Cinema,2,10,0,1,13,3.334679141051595,0,0,2,"Before Cinema was founded by filmmakers, directors, producers, cinematographers… who wanted to share their creative work. Follow us . Wanna work with us? ✉️",156,187,152,1.230263157894737,,86,,,False
39220893,booleanvalue,0,12,0,0,12,2.918295834054489,Sam P,2,2,0,1,5,2.321928094887362,0,0,2,"Enspiralite, Open Sourcerer, Social Engineer, Locksporter, Arduinist, Brewer, Guitarist, and Silicon Welly Resident. Proud 501st Member. #MTAMO",143,1201,1191,1.0083963056255247,,351,,,False
140033231,schmidtyamie,0,12,0,0,12,3.2516291673878226,yamie schmidt,0,12,0,1,13,3.3927474104487847,0,0,2,philippines x cebu x germany,28,105,86,1.2209302325581395,,470,,,False
205218909,zombiemaster999,0,12,3,0,15,3.323231428797621,Alejandro ,1,8,0,1,10,3.3219280948873626,0,0,1,nan,3,94,597,0.1574539363484087,,36,,,False
126253754,Shibuidesu,1,9,0,0,10,2.9219280948873623,Gaz,1,2,0,0,3,1.584962500721156,0,0,1,Founder of the modern pig | Avid and passionate slug whisperer | Proud sponsor of the Mongolian All Stars,105,843,622,1.355305466237942,,3320,,,False
2911968423,tdime10incusmc,0,12,2,0,14,3.3787834934861753,Timothy Cartwright,2,15,0,1,18,3.5724312513221195,0,0,2,nan,3,2,11,0.18181818181818182,,1,,,False
378396759,loribuckmajor,0,13,0,0,13,3.3927474104487847,Lori,1,3,0,0,4,2.0,0,0,1,"Loving wife & mom, fun friend. LOVE to laugh. Oh I'm a model and an actress, isn't everyone? sometimes I lie. I'm hungry who has paste?",135,10588,6651,1.5919410614945122,,119160,,,False
240167062,XTINA_LEA,8,0,0,1,9,2.94770277922009,Yentle Carmelette ♡∞,2,14,0,4,20,3.3037016960573484,0,0,3,A star at my own show. MusicalMovieDork. Bway. Aguilerian. LeaM. KatM. ADAMTINA. Indie/POP/ROCK/FOLKBlue-eyed SOUL♡InLoveW/BOOKS. CHEESELOVER. HUMAN AFTER ALL ♚,160,787,1007,0.7815292949354519,,5967,,,False
108701807,Lord_Wardumort,2,11,0,1,14,3.1820058147602133,Ward Al Musafir ワルド,3,10,0,3,19,3.787143960698139,0,0,4,nothing to see here.. carry on..  --  Kik & SnapChat : ward_baluch,66,968,799,1.211514392991239,,2955,,,False
540183618,_YKFGLB,6,0,0,1,7,2.8073549220576037,Mr. Gray,2,4,0,2,8,2.75,0,0,2,Dallas Tx ✈️ | Dancer,21,797,774,1.0297157622739017,,4966,,,False
618739366,balangchuol,0,11,0,0,11,3.095795255000934,Nyalong,1,6,0,0,7,2.8073549220576037,0,0,1,good. better. best.,19,535,331,1.6163141993957704,,4470,,,False
832472995,RandyS0725,2,4,4,0,10,3.3219280948873626,The_Penultimate,2,12,0,1,15,3.456564762130954,0,0,1,"A Christian who loves laughing, reading, writing, poetry, mythology, religion, philosophy, psychology and politics. Nerdy, but by no means an alpha nerd. :)",156,1109,1977,0.5609509357612544,,73630,,,False
3022543596,B_Ruhl11,2,3,2,1,8,2.75,Brooke Ruhl,2,8,0,1,11,3.2776134368191157,0,0,2,2x Scottsdale Top Ten & 2x Pacific Slopes Champion,50,74,121,0.6115702479338843,,307,,,False
115785153,alouinwonderlnd,0,15,0,0,15,3.1898980954642875,TATIANA LOUISE,13,0,0,1,14,3.1820058147602133,0,0,2,"Stay driven, Stay HUNGRY... Spreading nothing but Good Vibes. ✨ || IG : alouinwonderland",88,226,116,1.9482758620689655,,883,,,False
1095345769,Holiday_Gzz,2,8,0,1,11,3.2776134368191157,OnlyTheGodFather,4,12,0,0,16,3.75,0,0,1,Young Rap Artist From Atlantic City NJ UNDER GMD LLC #BBGM HolidayGz & BH - Dreamin Forever http://t.co/xT9znPBcqi via @youtube #OTGF,133,1238,1108,1.1173285198555956,,6619,,,False
625846473,Unknown_Digga,2,10,0,1,13,3.180832987205441,MYSELF,6,0,0,0,6,2.584962500721156,0,0,1,MY BIO IS YOUR LIFE NIGGA,25,214,186,1.1505376344086022,,946,,,False
321370989,ahbooza,0,7,0,0,7,2.2359263506290326,ABU D. ZAR,7,0,0,3,10,2.9219280948873623,0,0,3,Part time eVe PR Rep. Also known as GiL-GaLad,45,535,444,1.204954954954955,,1337,,,False
174935239,ashleymarie1020,0,11,4,0,15,3.506890595608519,Chip ,1,3,0,1,5,2.321928094887362,0,0,1,She took a deep breath and let it go. UWO Women's Basketball #20,64,255,300,0.85,,5586,,,False
415835711,PrettySeaton,2,10,0,0,12,3.0220552088742005,Tyler Seaton,2,9,0,1,12,3.4182958340544896,0,0,2,nan,3,275,215,1.2790697674418605,,414,,,False
162018954,JVCCua,4,2,0,0,6,2.2516291673878226,xXxYan-YanxXx,4,8,0,1,13,2.4696704873718613,0,0,1,phlegmatic :),13,341,971,0.35118434603501547,,3285,,,False
344317888,Based_King_Ari,3,9,0,2,14,3.521640636343318,Ari Minton,2,7,0,1,10,2.9219280948873623,0,0,2,ayy lmao // Single for 17 years // ERHS  // Chill // Decent taste in music,74,60,223,0.26905829596412556,,99,,True,False
1950803306,_QueenToraay,2,9,0,1,12,3.2516291673878226,the lynch girl.,0,12,0,3,15,3.506890595608519,0,0,3,"J.G❤ || Je serai poète et toi, la poésie .",42,646,604,1.0695364238410596,,16146,,,False
505119515,StevoBernish,2,10,0,0,12,3.4182958340544896,Stevo,1,4,0,0,5,2.321928094887362,0,0,1,Husband and Dad who loves the game of golf - SOUTH CAROLINA Letterman-  Go Cocks!,81,20,239,0.08368200836820083,,125,,,False
135580279,osugirl4life,0,11,1,0,12,3.2516291673878226,Jeri Ann Griffin,3,11,0,2,16,3.0306390622295662,0,0,3,I'm from Oklahoma home of the Oklahoma State Cowboys!! I'm a mom of 5 kids 4boys and 1girl and have the greatest man for a husband...,133,89,330,0.2696969696969697,,533,,,False
398467095,AddisonHeddins,2,12,0,0,14,2.8073549220576037,.,0,0,0,1,1,-0.0,0,0,1,nan,3,247,177,1.3954802259887005,,3173,,True,False
127037804,DeboraHoffHoff,3,11,0,0,14,2.753434386188785,Débora Hoff de Hoff,3,13,0,3,19,3.221097250057957,0,0,4,nan,3,1266,2001,0.6326836581709145,,7796,,,False
2910412508,noidedquake,0,11,0,0,11,3.095795255000934,☆quake☆,0,5,0,2,7,2.521640636343318,0,0,1,Certified waifu ¦ ♡@noidedspace♡,32,93,113,0.8230088495575221,,434,,,False
6296742,missmodular,0,11,0,0,11,3.095795255000934,Nina Walia,2,7,0,1,10,2.6464393446710157,0,0,2,"{Experience Direction} Nike+ FuelBand, GE, PBS.{Ran Things} Subcontinental Drift, HOSS records, DJ.technology_culture_design_games_music",136,2245,1260,1.7817460317460319,,4402,,,False
46695342,seamanisc00l,0,10,2,0,12,3.084962500721156,Tom Seaman,2,7,0,1,10,2.9219280948873623,0,0,2,nan,3,319,158,2.018987341772152,,500,,,False
446905532,KitttyGang,2,8,0,0,10,2.8464393446710154,Sailor Moonً,2,8,0,2,12,3.188721875540867,0,0,2,NINER GANG BITCH || Yay Area || Dancer || I love EDM and junk food ||,69,853,875,0.9748571428571429,,3107,,,False
369285103,Lyshpahh,1,7,0,0,8,2.4056390622295662,Your Master,2,8,0,1,11,3.2776134368191157,0,0,2,Im filled with hate but in a cute way,37,429,394,1.0888324873096447,,4491,,,False
41950305,melisagladys03,0,12,2,0,14,3.3787834934861753,MGPondaag,3,6,0,0,9,2.94770277922009,0,0,1,#BBMme 548193AA • Registered on CCIC @inter #MoreThanAPassion S0301546 • ♡ @valenchan77 ♡ • A SONELF & GLEEKS...!,113,1570,833,1.8847539015606243,,199,,,False
992557464,lorik0824,0,5,4,0,9,3.169925001442312,lori,0,4,0,0,4,2.0,0,0,1,nan,3,168,220,0.7636363636363637,,1466,,,False
1331004654,tjs2227,0,3,4,0,7,2.128085278891394,Trevor,1,5,0,0,6,2.2516291673878226,0,0,1,I represent Detroit wherever I go. I live in the Last Frontier. US Army Veteran.,80,169,188,0.898936170212766,,3883,,,False
2808620294,kaaithlene,0,10,0,0,10,2.9219280948873623,Kaithlene Alfar,2,12,0,1,15,3.506890595608519,0,0,2,little earthling  | snapchat: skaiithbooardd,44,337,389,0.8663239074550129,,6056,,,False
107927301,ohmytriciaaa,0,12,0,0,12,3.0220552088742005,mpea 馬翠夏 ♡,0,4,0,3,10,3.1219280948873624,0,0,3,i'm talkative when i'm online,29,1071,504,2.125,,2178,,,False
101557278,DraQu_,2,3,0,1,6,2.584962500721156,DraQu,2,3,0,0,5,2.321928094887362,0,0,1,"I speedrun water and drink games. I also stream on twitch and upload highlights to youtube. Hi Quake.. erhm, mom!",113,22,407,0.05405405405405406,,79,,,False
318040219,Alex_Senior1,2,8,1,1,12,3.4182958340544896,alex,0,4,0,0,4,2.0,0,0,1,The past was yours but the futures mine,39,625,566,1.1042402826855124,,919,,,False
64254224,Tikorangi,1,8,0,0,9,2.94770277922009,Abbie Jury,2,7,0,1,10,3.1219280948873624,0,0,2,Coveting the state of hypercommunicative recluse.,49,777,246,3.158536585365854,,5071,,,False
2445641666,BarstoolIowaSt,3,11,0,0,14,3.1820058147602133,Barstool Iowa State,3,14,0,2,19,3.391892644680932,0,0,3,"Viva la Stool. All things Iowa State. Submit stories, content, or smoke shows here! Anonymously!http://t.co/ZpYQnzxZit",118,3656,238,15.361344537815127,,24,,,False
2291421004,5secondsofujx,0,12,1,0,13,3.3927474104487847,teigan///inactive rn,0,16,0,4,20,3.308694969562842,0,0,2,maltesers before hoes,21,552,787,0.7013977128335451,,4029,,,False
2799937080,Englishreee,1,10,0,0,11,3.0271691184406184,Riho,1,3,0,0,4,2.0,0,0,1,I am a highschool student who want to speak English. And I want to make friends. I like cooking.feel free to follow me♡,119,60,100,0.6,,26,,,False
208147488,Falanzii,1,7,0,0,8,2.5,ROAD TO BERLIN!,12,0,0,3,15,3.506890595608519,0,0,3,الجبنـاء لا يـصنـعون وطــن,26,1227,273,4.4945054945054945,,735,,,False
237378862,TravisTeague12,2,10,2,0,14,3.3787834934861753,Travis Teague,2,10,0,1,13,3.238901256602631,0,0,2,LHP at rogers state. Justice admin major.,41,545,623,0.8747993579454254,,2463,,,False
2292414091,hagop_97,0,5,2,1,8,3.0,Mr.Keseyan,2,7,0,1,10,3.1219280948873624,0,0,1,01/04/97:18 ;HAGOP NICHOLAS KESEYAN. American Muscle. Chevrolet love,68,154,107,1.439252336448598,,12030,,,False
