user_id,username,username_uppercase,username_lowercase,username_numeric,username_special,username_length,username_se,screenname,screenname_uppercase,screenname_lowercase,screenname_numeric,screenname_special,screenname_length,screenname_se,screenname_emoji,screenname_hashtag,screenname_word,description,description_length,user_md_follower,user_md_following,user_md_follow_ratio,user_md_total_post,user_md_total_like,user_md_verified,user_md_protected,label
,,,,1,,7,,,,,,,,,,,,,0,5,460,0.010869565217391304,,,,True,True
,,,,0,,13,,,,,,,,,,,,,16,12,2721,0.004410143329658214,,,,True,True
,,,,10,,11,,,,,,,,,,,,,0,228,1779,0.1281618887015177,,,,False,True
,,,,4,,9,,,,,,,,,,,,,0,63,2318,0.027178602243313203,,,,False,True
,,,,2,,8,,,,,,,,,,,,,0,25,136,0.18382352941176472,,,,True,True
,,,,0,,9,,,,,,,,,,,,,0,29,41,0.7073170731707317,,,,True,True
,,,,2,,10,,,,,,,,,,,,,0,147,2387,0.06158357771260997,,,,False,True
,,,,0,,11,,,,,,,,,,,,,89,29,1603,0.018091079226450407,,,,False,True
,,,,3,,7,,,,,,,,,,,,,0,99,1358,0.07290132547864507,,,,False,True
,,,,4,,15,,,,,,,,,,,,,59,1,1,1.0,,,,False,True
,,,,1,,9,,,,,,,,,,,,,14,0,174,0,,,,True,True
,,,,0,,12,,,,,,,,,,,,,30,420,4883,0.08601269711243088,,,,False,True
,,,,0,,11,,,,,,,,,,,,,0,1,8,0.125,,,,False,True
,,,,0,,10,,,,,,,,,,,,,0,6,866,0.006928406466512702,,,,True,True
,,,,0,,14,,,,,,,,,,,,,0,264,4651,0.056761986669533436,,,,False,True
,,,,0,,8,,,,,,,,,,,,,53,87,851,0.10223266745005875,,,,False,True
,,,,3,,10,,,,,,,,,,,,,0,0,3,0,,,,False,True
,,,,0,,9,,,,,,,,,,,,,0,24,696,0.034482758620689655,,,,True,True
,,,,0,,11,,,,,,,,,,,,,0,18,1741,0.010338885697874785,,,,False,True
,,,,1,,10,,,,,,,,,,,,,0,17,183,0.09289617486338798,,,,True,True
,,,,2,,14,,,,,,,,,,,,,0,235,7202,0.03262982504859761,,,,True,True
,,,,0,,9,,,,,,,,,,,,,0,5,964,0.005186721991701245,,,,False,True
,,,,0,,18,,,,,,,,,,,,,0,17,1299,0.01308698999230177,,,,False,True
,,,,4,,9,,,,,,,,,,,,,0,3,157,0.01910828025477707,,,,True,True
,,,,0,,8,,,,,,,,,,,,,10,80,4839,0.016532341392849762,,,,False,True
,,,,0,,10,,,,,,,,,,,,,0,25,1937,0.012906556530717605,,,,True,True
,,,,1,,13,,,,,,,,,,,,,60,1,0,,,,,False,True
,,,,0,,9,,,,,,,,,,,,,0,26,142,0.18309859154929578,,,,False,True
,,,,1,,7,,,,,,,,,,,,,0,4,883,0.004530011325028313,,,,False,True
,,,,4,,18,,,,,,,,,,,,,0,494,3853,0.12821178302621333,,,,False,True
,,,,4,,12,,,,,,,,,,,,,0,110,1612,0.06823821339950373,,,,True,True
,,,,0,,9,,,,,,,,,,,,,20,607,7455,0.08142186452045606,,,,True,True
,,,,2,,7,,,,,,,,,,,,,0,0,140,0,,,,True,True
,,,,0,,5,,,,,,,,,,,,,0,0,126,0,,,,True,True
,,,,2,,13,,,,,,,,,,,,,10,36,2004,0.017964071856287425,,,,True,True
,,,,0,,16,,,,,,,,,,,,,70,64,190,0.3368421052631579,,,,False,True
,,,,0,,10,,,,,,,,,,,,,0,1,127,0.007874015748031496,,,,True,True
,,,,0,,13,,,,,,,,,,,,,0,16,486,0.03292181069958848,,,,True,True
,,,,1,,20,,,,,,,,,,,,,111,232,6013,0.03858307001496757,,,,False,True
,,,,0,,12,,,,,,,,,,,,,0,5,243,0.0205761316872428,,,,True,True
,,,,0,,8,,,,,,,,,,,,,0,165,618,0.2669902912621359,,,,False,True
,,,,0,,11,,,,,,,,,,,,,0,0,54,0,,,,True,True
,,,,3,,13,,,,,,,,,,,,,0,32,2471,0.012950222581950627,,,,False,True
,,,,0,,8,,,,,,,,,,,,,0,8,1359,0.005886681383370125,,,,False,True
,,,,2,,9,,,,,,,,,,,,,0,223,1735,0.12853025936599424,,,,False,True
,,,,0,,12,,,,,,,,,,,,,0,26,1919,0.01354872329338197,,,,False,True
,,,,2,,13,,,,,,,,,,,,,0,15,3949,0.0037984299822739933,,,,False,True
,,,,5,,10,,,,,,,,,,,,,0,49,111,0.44144144144144143,,,,True,True
,,,,0,,6,,,,,,,,,,,,,17,105,6802,0.015436636283446045,,,,False,True
,,,,2,,12,,,,,,,,,,,,,0,3,76,0.039473684210526314,,,,True,True
,,,,1,,10,,,,,,,,,,,,,0,14,107,0.1308411214953271,,,,False,True
,,,,8,,13,,,,,,,,,,,,,0,33,5133,0.006428988895382817,,,,False,True
,,,,0,,13,,,,,,,,,,,,,53,104,1423,0.07308503162333099,,,,False,True
,,,,3,,8,,,,,,,,,,,,,19,29,1857,0.015616585891222402,,,,False,True
,,,,0,,22,,,,,,,,,,,,,3,307,4887,0.06281972580315122,,,,False,True
,,,,0,,7,,,,,,,,,,,,,0,64,359,0.17827298050139276,,,,False,True
,,,,3,,8,,,,,,,,,,,,,0,165,752,0.21941489361702127,,,,True,True
,,,,5,,15,,,,,,,,,,,,,0,12,1377,0.008714596949891068,,,,False,True
,,,,4,,9,,,,,,,,,,,,,0,24,2503,0.009588493807431082,,,,False,True
,,,,4,,10,,,,,,,,,,,,,0,247,1749,0.14122355631789593,,,,False,True
,,,,0,,11,,,,,,,,,,,,,0,442,6662,0.06634644250975683,,,,False,True
,,,,0,,10,,,,,,,,,,,,,0,163,6747,0.02415888543056173,,,,False,True
,,,,0,,14,,,,,,,,,,,,,0,58,2132,0.027204502814258912,,,,False,True
,,,,0,,8,,,,,,,,,,,,,4,53,620,0.08548387096774193,,,,True,True
,,,,0,,15,,,,,,,,,,,,,0,133,145,0.9172413793103448,,,,False,True
,,,,0,,9,,,,,,,,,,,,,0,88,266,0.3308270676691729,,,,False,True
,,,,3,,10,,,,,,,,,,,,,0,22,1330,0.016541353383458645,,,,False,True
,,,,3,,15,,,,,,,,,,,,,0,816,7497,0.10884353741496598,,,,False,True
,,,,0,,17,,,,,,,,,,,,,0,4,179,0.0223463687150838,,,,False,True
,,,,0,,8,,,,,,,,,,,,,0,49,2987,0.016404419149648478,,,,False,True
,,,,2,,18,,,,,,,,,,,,,35,32,2184,0.014652014652014652,,,,False,True
,,,,0,,12,,,,,,,,,,,,,74,185,1928,0.09595435684647304,,,,False,True
,,,,0,,15,,,,,,,,,,,,,0,37,207,0.178743961352657,,,,False,True
,,,,5,,15,,,,,,,,,,,,,0,3208,1911,1.6787022501308215,,,,False,True
,,,,3,,9,,,,,,,,,,,,,50,228,4956,0.04600484261501211,,,,True,True
,,,,0,,19,,,,,,,,,,,,,14,39,481,0.08108108108108109,,,,False,True
,,,,2,,6,,,,,,,,,,,,,0,28,4518,0.00619743249225321,,,,False,True
,,,,0,,20,,,,,,,,,,,,,0,34,219,0.1552511415525114,,,,False,True
,,,,4,,12,,,,,,,,,,,,,0,58,826,0.07021791767554479,,,,False,True
,,,,2,,12,,,,,,,,,,,,,0,83,2012,0.04125248508946322,,,,True,True
,,,,5,,8,,,,,,,,,,,,,0,6,961,0.006243496357960458,,,,False,True
,,,,2,,13,,,,,,,,,,,,,50,51,3241,0.01573588398642394,,,,True,True
,,,,3,,7,,,,,,,,,,,,,52,0,0,0,,,,False,True
,,,,1,,7,,,,,,,,,,,,,0,14,3359,0.004167907115212861,,,,False,True
,,,,3,,13,,,,,,,,,,,,,0,12,1710,0.007017543859649123,,,,False,True
,,,,0,,11,,,,,,,,,,,,,0,14,1803,0.00776483638380477,,,,False,True
,,,,3,,11,,,,,,,,,,,,,0,47,106,0.44339622641509435,,,,False,True
,,,,4,,17,,,,,,,,,,,,,23,49,2499,0.0196078431372549,,,,False,True
,,,,0,,6,,,,,,,,,,,,,0,0,524,0,,,,True,True
,,,,4,,10,,,,,,,,,,,,,0,0,0,0,,,,False,True
,,,,0,,11,,,,,,,,,,,,,6,55,776,0.07087628865979381,,,,False,True
,,,,2,,12,,,,,,,,,,,,,0,46,2521,0.01824672748909163,,,,False,True
,,,,0,,8,,,,,,,,,,,,,0,25,322,0.07763975155279502,,,,False,True
,,,,1,,19,,,,,,,,,,,,,90,1,0,,,,,False,True
,,,,4,,15,,,,,,,,,,,,,0,324,4122,0.07860262008733625,,,,False,True
,,,,0,,6,,,,,,,,,,,,,27,514,1999,0.2571285642821411,,,,False,True
,,,,0,,15,,,,,,,,,,,,,0,1,282,0.0035460992907801418,,,,True,True
,,,,3,,14,,,,,,,,,,,,,0,11,159,0.06918238993710692,,,,False,True
,,,,0,,12,,,,,,,,,,,,,0,0,434,0,,,,True,True
,,,,3,,8,,,,,,,,,,,,,0,11,4677,0.0023519350010690614,,,,False,True
,,,,0,,15,,,,,,,,,,,,,0,162,171,0.9473684210526315,,,,True,True
,,,,0,,8,,,,,,,,,,,,,0,959,2107,0.45514950166112955,,,,False,True
,,,,0,,14,,,,,,,,,,,,,0,52,2479,0.020976200080677694,,,,False,True
,,,,0,,13,,,,,,,,,,,,,85,124,1411,0.08788093550673282,,,,True,True
,,,,5,,19,,,,,,,,,,,,,0,19,4046,0.0046959960454770145,,,,False,True
,,,,2,,10,,,,,,,,,,,,,108,0,0,0,,,,False,True
,,,,4,,10,,,,,,,,,,,,,0,27,354,0.07627118644067797,,,,True,True
,,,,0,,10,,,,,,,,,,,,,0,1338,3364,0.3977407847800238,,,,True,True
,,,,2,,9,,,,,,,,,,,,,37,11,1898,0.005795574288724974,,,,True,True
,,,,5,,18,,,,,,,,,,,,,0,29,5105,0.0056807051909892265,,,,False,True
,,,,3,,30,,,,,,,,,,,,,58,39,1022,0.03816046966731898,,,,False,True
,,,,4,,11,,,,,,,,,,,,,0,8,2039,0.00392349190779794,,,,False,True
,,,,5,,9,,,,,,,,,,,,,0,288,4276,0.06735266604303088,,,,False,True
,,,,4,,17,,,,,,,,,,,,,0,35,4621,0.0075741181562432374,,,,False,True
,,,,0,,12,,,,,,,,,,,,,0,322,257,1.2529182879377432,,,,False,False
,,,,0,,14,,,,,,,,,,,,,29,371,370,1.0027027027027027,,,,True,False
,,,,0,,8,,,,,,,,,,,,,134,541,516,1.0484496124031009,,,,False,False
,,,,0,,9,,,,,,,,,,,,,0,367,361,1.0166204986149585,,,,True,False
,,,,3,,15,,,,,,,,,,,,,82,801,4536,0.1765873015873016,,,,False,False
,,,,2,,13,,,,,,,,,,,,,127,1669,996,1.6757028112449799,,,,True,False
,,,,0,,11,,,,,,,,,,,,,72,427,548,0.7791970802919708,,,,True,False
,,,,0,,12,,,,,,,,,,,,,0,102,264,0.38636363636363635,,,,True,False
,,,,0,,12,,,,,,,,,,,,,34,334,499,0.6693386773547094,,,,True,False
,,,,0,,11,,,,,,,,,,,,,13,625,977,0.6397134083930399,,,,True,False
,,,,0,,12,,,,,,,,,,,,,48,339,331,1.0241691842900302,,,,True,False
,,,,0,,10,,,,,,,,,,,,,0,113,148,0.7635135135135135,,,,True,False
,,,,0,,14,,,,,,,,,,,,,0,372,374,0.9946524064171123,,,,True,False
,,,,0,,15,,,,,,,,,,,,,0,196,270,0.725925925925926,,,,False,False
,,,,0,,7,,,,,,,,,,,,,6,847,652,1.299079754601227,,,,False,False
,,,,0,,12,,,,,,,,,,,,,23,1058,614,1.723127035830619,,,,False,False
,,,,0,,17,,,,,,,,,,,,,100,1011,262,3.8587786259541983,,,,False,False
,,,,0,,19,,,,,,,,,,,,,45,284,361,0.7867036011080333,,,,True,False
,,,,0,,15,,,,,,,,,,,,,25,278,672,0.41369047619047616,,,,True,False
,,,,0,,9,,,,,,,,,,,,,41,252,265,0.9509433962264151,,,,True,False
,,,,0,,14,,,,,,,,,,,,,0,362,332,1.0903614457831325,,,,False,False
,,,,0,,7,,,,,,,,,,,,,32,386,482,0.8008298755186722,,,,True,False
,,,,0,,16,,,,,,,,,,,,,0,445,449,0.9910913140311804,,,,False,False
,,,,0,,9,,,,,,,,,,,,,45,561,508,1.1043307086614174,,,,False,False
,,,,0,,11,,,,,,,,,,,,,7,134,365,0.36712328767123287,,,,True,False
,,,,0,,8,,,,,,,,,,,,,0,249,171,1.456140350877193,,,,True,False
,,,,0,,6,,,,,,,,,,,,,81,301,444,0.6779279279279279,,,,True,False
,,,,0,,12,,,,,,,,,,,,,41,460,459,1.0021786492374727,,,,True,False
,,,,0,,6,,,,,,,,,,,,,15,348,338,1.029585798816568,,,,True,False
,,,,0,,15,,,,,,,,,,,,,61,339,378,0.8968253968253969,,,,True,False
,,,,0,,12,,,,,,,,,,,,,51,651,722,0.9016620498614959,,,,True,False
,,,,0,,15,,,,,,,,,,,,,96,771,1743,0.4423407917383821,,,,True,False
,,,,0,,8,,,,,,,,,,,,,101,1020,1048,0.9732824427480916,,,,False,False
,,,,0,,13,,,,,,,,,,,,,3,40,118,0.3389830508474576,,,,False,False
,,,,0,,12,,,,,,,,,,,,,0,554,561,0.9875222816399287,,,,True,False
,,,,0,,13,,,,,,,,,,,,,12,1031,719,1.4339360222531294,,,,False,False
,,,,0,,14,,,,,,,,,,,,,0,230,436,0.5275229357798165,,,,True,False
,,,,0,,11,,,,,,,,,,,,,14,352,333,1.057057057057057,,,,True,False
,,,,0,,6,,,,,,,,,,,,,41,468,456,1.0263157894736843,,,,True,False
,,,,0,,17,,,,,,,,,,,,,0,99,227,0.43612334801762115,,,,True,False
,,,,0,,13,,,,,,,,,,,,,2,804,648,1.2407407407407407,,,,True,False
,,,,0,,10,,,,,,,,,,,,,0,348,359,0.9693593314763231,,,,True,False
,,,,0,,9,,,,,,,,,,,,,0,251,292,0.8595890410958904,,,,True,False
,,,,0,,9,,,,,,,,,,,,,24,619,750,0.8253333333333334,,,,True,False
,,,,0,,13,,,,,,,,,,,,,11,748,996,0.751004016064257,,,,True,False
,,,,0,,12,,,,,,,,,,,,,0,540,543,0.994475138121547,,,,True,False
,,,,0,,12,,,,,,,,,,,,,0,752,726,1.0358126721763086,,,,True,False
,,,,0,,13,,,,,,,,,,,,,13,228,806,0.28287841191067,,,,True,False
,,,,0,,7,,,,,,,,,,,,,31,250,247,1.0121457489878543,,,,False,False
,,,,0,,10,,,,,,,,,,,,,21,431,463,0.9308855291576674,,,,True,False
,,,,0,,10,,,,,,,,,,,,,0,192,145,1.3241379310344827,,,,True,False
,,,,0,,11,,,,,,,,,,,,,0,557,703,0.7923186344238976,,,,False,False
,,,,0,,6,,,,,,,,,,,,,50,322,365,0.8821917808219178,,,,True,False
,,,,0,,13,,,,,,,,,,,,,0,224,287,0.7804878048780488,,,,True,False
,,,,0,,12,,,,,,,,,,,,,1,433,543,0.7974217311233885,,,,True,False
,,,,0,,14,,,,,,,,,,,,,27,575,537,1.0707635009310987,,,,True,False
,,,,0,,7,,,,,,,,,,,,,115,679,666,1.0195195195195195,,,,True,False
,,,,0,,8,,,,,,,,,,,,,29,964,861,1.1196283391405342,,,,True,False
,,,,0,,12,,,,,,,,,,,,,0,334,234,1.4273504273504274,,,,True,False
,,,,0,,15,,,,,,,,,,,,,0,81,52,1.5576923076923077,,,,True,False
,,,,0,,12,,,,,,,,,,,,,20,66,61,1.0819672131147542,,,,False,False
,,,,0,,10,,,,,,,,,,,,,52,450,708,0.635593220338983,,,,True,False
,,,,0,,6,,,,,,,,,,,,,15,421,424,0.9929245283018868,,,,True,False
,,,,0,,8,,,,,,,,,,,,,19,213,153,1.392156862745098,,,,True,False
,,,,0,,10,,,,,,,,,,,,,39,464,684,0.6783625730994152,,,,True,False
,,,,0,,12,,,,,,,,,,,,,0,531,480,1.10625,,,,False,False
,,,,0,,13,,,,,,,,,,,,,0,47,124,0.3790322580645161,,,,True,False
,,,,0,,12,,,,,,,,,,,,,3,391,314,1.2452229299363058,,,,False,False
,,,,0,,12,,,,,,,,,,,,,6,326,784,0.41581632653061223,,,,True,False
,,,,0,,12,,,,,,,,,,,,,25,409,407,1.0049140049140048,,,,True,False
,,,,0,,14,,,,,,,,,,,,,0,310,349,0.8882521489971347,,,,True,False
,,,,0,,11,,,,,,,,,,,,,57,1532,1431,1.0705800139762405,,,,True,False
,,,,0,,13,,,,,,,,,,,,,0,143,233,0.6137339055793991,,,,True,False
,,,,0,,8,,,,,,,,,,,,,48,625,703,0.8890469416785206,,,,True,False
,,,,0,,13,,,,,,,,,,,,,0,140,288,0.4861111111111111,,,,False,False
,,,,0,,11,,,,,,,,,,,,,27,302,306,0.9869281045751634,,,,True,False
,,,,4,,15,,,,,,,,,,,,,0,340,536,0.6343283582089553,,,,False,False
,,,,0,,9,,,,,,,,,,,,,0,586,779,0.7522464698331194,,,,False,False
,,,,0,,11,,,,,,,,,,,,,23,322,411,0.7834549878345499,,,,True,False
,,,,0,,10,,,,,,,,,,,,,37,616,564,1.0921985815602837,,,,False,False
,,,,3,,16,,,,,,,,,,,,,30,696,769,0.9050715214564369,,,,False,False
,,,,2,,14,,,,,,,,,,,,,0,95,90,1.0555555555555556,,,,True,False
,,,,1,,15,,,,,,,,,,,,,130,816,646,1.263157894736842,,,,False,False
,,,,0,,14,,,,,,,,,,,,,0,221,224,0.9866071428571429,,,,False,False
,,,,0,,8,,,,,,,,,,,,,0,304,450,0.6755555555555556,,,,True,False
,,,,2,,13,,,,,,,,,,,,,43,590,801,0.7365792759051186,,,,False,False
,,,,0,,6,,,,,,,,,,,,,7,146,203,0.7192118226600985,,,,True,False
,,,,0,,9,,,,,,,,,,,,,23,609,543,1.1215469613259668,,,,True,False
,,,,0,,7,,,,,,,,,,,,,76,257,254,1.0118110236220472,,,,True,False
,,,,0,,13,,,,,,,,,,,,,10,138,124,1.1129032258064515,,,,True,False
,,,,0,,14,,,,,,,,,,,,,0,559,674,0.8293768545994066,,,,True,False
,,,,0,,9,,,,,,,,,,,,,26,924,832,1.1105769230769231,,,,True,False
,,,,2,,11,,,,,,,,,,,,,40,495,491,1.0081466395112015,,,,True,False
,,,,0,,12,,,,,,,,,,,,,0,354,455,0.778021978021978,,,,True,False
,,,,0,,12,,,,,,,,,,,,,21,378,422,0.8957345971563981,,,,True,False
,,,,0,,9,,,,,,,,,,,,,0,400,835,0.47904191616766467,,,,True,False
,,,,0,,7,,,,,,,,,,,,,6,409,927,0.4412081984897519,,,,True,False
,,,,0,,12,,,,,,,,,,,,,56,13,73,0.1780821917808219,,,,True,False
,,,,0,,12,,,,,,,,,,,,,78,371,357,1.0392156862745099,,,,True,False
,,,,2,,10,,,,,,,,,,,,,139,257,291,0.8831615120274914,,,,True,False
,,,,0,,14,,,,,,,,,,,,,0,447,749,0.5967957276368492,,,,True,False
,,,,2,,16,,,,,,,,,,,,,0,1002,4209,0.23806129722024233,,,,False,False
,,,,0,,15,,,,,,,,,,,,,22,545,494,1.1032388663967612,,,,True,False
,,,,0,,12,,,,,,,,,,,,,8,230,230,1.0,,,,True,False
,,,,0,,12,,,,,,,,,,,,,48,251,321,0.7819314641744548,,,,True,False
,,,,0,,10,,,,,,,,,,,,,23,310,357,0.8683473389355743,,,,True,False
,,,,3,,14,,,,,,,,,,,,,15,125,691,0.1808972503617945,,,,False,False
,,,,0,,15,,,,,,,,,,,,,7,302,307,0.9837133550488599,,,,True,False
,,,,0,,15,,,,,,,,,,,,,64,450,473,0.9513742071881607,,,,True,False
,,,,0,,10,,,,,,,,,,,,,25,432,410,1.053658536585366,,,,True,False
,,,,0,,9,,,,,,,,,,,,,49,204,263,0.7756653992395437,,,,False,False
,,,,0,,12,,,,,,,,,,,,,73,199,61,3.262295081967213,,,,False,False
,,,,0,,11,,,,,,,,,,,,,9,505,382,1.3219895287958114,,,,True,False
,,,,0,,9,,,,,,,,,,,,,0,290,289,1.0034602076124568,,,,True,False
,,,,0,,11,,,,,,,,,,,,,102,314,187,1.679144385026738,,,,False,False
,,,,0,,11,,,,,,,,,,,,,34,507,582,0.8711340206185567,,,,True,False
,,,,0,,11,,,,,,,,,,,,,0,225,446,0.5044843049327354,,,,False,False
,,,,0,,16,,,,,,,,,,,,,19,267,319,0.8369905956112853,,,,True,False
