user_id,username,username_uppercase,username_lowercase,username_numeric,username_special,username_length,username_se,screenname,screenname_uppercase,screenname_lowercase,screenname_numeric,screenname_special,screenname_length,screenname_se,screenname_emoji,screenname_hashtag,screenname_word,description,description_length,user_md_follower,user_md_following,user_md_follow_ratio,user_md_total_post,user_md_total_like,user_md_verified,user_md_protected,post_md_like_mean,post_md_like_std,post_md_retweet_mean,post_md_retweet_std,post_md_reply_mean,post_md_reply_std,post_md_quote_mean,post_md_quote_std,post_text_length_mean,post_text_length_std,post_sentiment_score_mean,post_sentiment_score_std,post_sentiment_numeric_mean,post_sentiment_numeric_std,post_sentiment_numeric_prop_positive,post_sentiment_numeric_prop_neutral,post_sentiment_numeric_prop_negative,label
88640630,viciousversace,0.0,14.0,0.0,0.0,14.0,3.09306920777189,$,0.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,1.0,flawless mess,13.0,7.75833346749091,5.713732805509369,1.357839740075012,,7.7057128238944275,,,,,,,,,,,,,,,,,,,,False
753452635,ryandsparks,0.0,11.0,0.0,0.0,11.0,2.9139770731827523,Ryan Sparks,2.0,8.0,0.0,1.0,11.0,3.277613436819116,0.0,0.0,2.0,"somewhere between a crisis & a pretty good time // eat, drink, write, overthink.",80.0,6.1779441140506,5.783825182329737,1.0681415705517765,,7.671360923190644,,,,,,,,,,,,,,,,,,,,False
2928010448,sugainmytae,0.0,11.0,0.0,0.0,11.0,3.277613436819116,lina,0.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,yoongied af ☆ 방탄소년단 ☆ taehyung's dumb ☆ petition for #trbinnz john key are you listening,88.0,4.804021044733257,4.709530201312334,1.0200637514532962,,7.078341579557671,,,,,,,,,,,,,,,,,,,,False
1375713390,supremebrwngrl,0.0,14.0,0.0,0.0,14.0,3.3248629576173574,Rajasthani Rani,2.0,12.0,0.0,1.0,15.0,2.9735572622751856,0.0,0.0,2.0,from the land of royalty | bi woc | intersectional feminist | indian food connoisseur | @globalwomenfm,102.0,6.650279048587422,5.225746673713202,1.2725988196174856,,10.058352263097044,,,,,,,,,,,,,,,,,,,,False
2536750700,homegirleah,0.0,11.0,0.0,0.0,11.0,3.0957952550009344,t h a l i a ♡,0.0,6.0,0.0,7.0,13.0,2.353533948577482,0.0,0.0,7.0,,,4.189654742026425,5.402677381872279,0.7754774986350406,,6.7226297948554485,,,,,,,,,,,,,,,,,,,,False
176688197,GianRaoul,2.0,7.0,0.0,0.0,9.0,2.94770277922009,GianRaoúl dla Sierra,3.0,15.0,0.0,2.0,20.0,3.521928094887362,0.0,0.0,3.0,"a dandy arts/culture/foreign affairs journalist, actor - performer - entertainer, bit of a divo &___________(fill it, dear). #mentalheath advocate",146.0,6.421622267806518,7.065613363597717,0.9088555992733676,,5.62040086571715,,,,,,,,,,,,,,,,,,,,False
572969576,pilotparson,0.0,11.0,0.0,0.0,11.0,3.0957952550009344,pilot,0.0,5.0,0.0,0.0,5.0,2.321928094887362,0.0,0.0,1.0,tx / 16 / anime / pisces ig:pilotparson,39.0,5.918893854273146,5.752572638825633,1.0289124928775288,,8.372629740224884,,,,,,,,,,,,,,,,,,,,False
556451163,itsjoseleigh,0.0,12.0,0.0,0.0,12.0,3.084962500721156,Jose Leigh,2.0,7.0,0.0,1.0,10.0,3.121928094887362,0.0,0.0,2.0,bad boy good lips. (justin follow me 3/3/15 at 20:53) (austin follow me 29/4/15 at 19:57) #pdc,94.0,6.656726524178391,5.6937321388027,1.1691323655380448,,4.418840607796598,,,,,,,,,,,,,,,,,,,,False
296791685,viedeleon,0.0,9.0,0.0,0.0,9.0,2.6416041678685933,Vie♕,1.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,ig: viedeleon16 ⚓✈,18.0,6.169610732491456,5.71042701737487,1.0804114497426285,,8.04044688130311,,,,,,,,,,,,,,,,,,,,False
148022818,nadeem1885,0.0,6.0,4.0,0.0,10.0,2.9219280948873623,Nadeem Mirza,2.0,9.0,0.0,1.0,12.0,3.2516291673878226,0.0,0.0,2.0,"associate producer atcapital tv///worked with  ptv , waqt tv & such tv",70.0,5.407171771460119,5.472270673671475,0.9881038592399013,,4.382026634673881,,,,,,,,,,,,,,,,,,,,False
2739111941,christie_ada,0.0,11.0,0.0,1.0,12.0,3.2516291673878226,c,0.0,1.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,,,5.017279836814924,5.707110264748875,0.8791278955665481,,6.7661917146603505,,,,,,,,,,,,,,,,,,,,False
283036840,crxwnxfthxrns,0.0,13.0,0.0,0.0,13.0,3.0269868333592873,Minnie,1.0,5.0,0.0,0.0,6.0,1.9182958340544893,0.0,0.0,1.0,are you gonna be real embarrassed when a motherfucker wearing mascara knocks your fucking fake ass out right now,112.0,6.656726524178391,4.48863636973214,1.4830175527396605,,8.252446090246952,,,,,,,,,,,,,,,,,,,,False
2714844633,teamlisthrop,0.0,12.0,0.0,0.0,12.0,3.418295834054489,ya girl bri ☪,0.0,9.0,0.0,4.0,13.0,3.0269868333592873,1.0,0.0,4.0,"❝ but i just wanted to say teamlisthrop, thank you, you're like, the greatest twitter in the world and i love you ❞",115.0,5.247024072160486,5.187385805840755,1.0114967863490278,,7.699842407396986,,,,,,,,,,,,,,,,,,,,False
449613360,ilhamangel_,0.0,10.0,0.0,1.0,11.0,3.0957952550009344,ilham,0.0,5.0,0.0,0.0,5.0,2.321928094887362,0.0,0.0,1.0,ilham 23 year / painter  ❤  fb : http://t.co/bxhidrgint…    instagram : http://t.co/dyffnkvj1y,94.0,7.117205503164344,5.602118820879701,1.270448865996514,,9.729312720877942,,,,,,,,,,,,,,,,,,,,False
2814084987,babe_Peaches,1.0,10.0,0.0,1.0,12.0,2.8553885422075336,Peaches,1.0,6.0,0.0,0.0,7.0,2.5216406363433186,0.0,0.0,1.0,nsfw uk camgirl http://t.co/mclnzbyb3d email peacheslefevre@gmail.com gifts: http://t.co/dk6ycy2zfv & http://t.co/vs0ioxvuu0 buy panty: http://t.co/ulolfkwj73,158.0,6.690842277418564,6.456769655572163,1.0362522800615006,,7.666221925662725,,,,,,,,,,,,,,,,,,,,False
2451796016,tristansilva_,0.0,12.0,0.0,1.0,13.0,3.0850551027564768,Yoncé,1.0,4.0,0.0,0.0,5.0,2.321928094887362,0.0,0.0,1.0,"you're born, you die, and in between you make a lot of mistakes, but life is made up of years that mean nothing and moments that mean it all.",141.0,5.746203190540153,6.444131256700441,0.8916955539298489,,7.546446273746024,,,,,,,,,,,,,,,,,,,,False
2559890568,totalhowell,0.0,11.0,0.0,0.0,11.0,2.663532754804255,juli(r)a(t),0.0,7.0,0.0,4.0,11.0,3.095795255000934,0.0,0.0,1.0,wow dan what a meme,19.0,7.80057265467065,4.6443908991413725,1.679568499738636,,10.175268875456233,,,,,,,,,,,,,,,,,,,,False
208913421,ArrahQ,2.0,4.0,0.0,0.0,6.0,2.2516291673878226,Arrah Camillia,2.0,11.0,0.0,1.0,14.0,3.039148671903071,0.0,0.0,2.0,"reader/writer, sleeper/dreamer, an emotional girl who tries to be logical much to her own detriment.",100.0,4.997212273764115,4.9344739331306915,1.0127142916314118,,4.276666119016055,,,,,,,,,,,,,,,,,,,,False
853279890,darchwjack,0.0,10.0,0.0,0.0,10.0,2.9219280948873623,OG jacko,2.0,5.0,0.0,1.0,8.0,3.0,0.0,0.0,2.0,meninist | i dont do drugs. i am drugs - salvador dali.,55.0,6.131226489483141,5.966146739123692,1.0276694083430633,,8.389359819906353,,,,,,,,,,,,,,,,,,,,False
85826876,KennaCarmon,2.0,9.0,0.0,0.0,11.0,2.8453509366224368,Kenna Carmon,2.0,9.0,0.0,1.0,12.0,3.0220552088742,0.0,0.0,2.0,her name is kenna and she dances on the sand..,46.0,5.4638318050256105,6.3473892096560105,0.8607998697659375,,2.302585092994046,,,,,,,,,,,,,,,,,,,,False
764731350,ChozLogs,2.0,6.0,0.0,0.0,8.0,2.75,Chloe Czolgosz,2.0,11.0,0.0,1.0,14.0,3.039148671903071,0.0,0.0,2.0,"life isn't short. it's the longest thing you'll ever do. breakfast food is key. keep your expectations high, and your heels even higher. movie expert. sau 2018",159.0,6.539585955617669,6.129050210060545,1.0669819517685217,,9.324115386235027,,,,,,,,,,,,,,,,,,,,False
1244458130,TiahnaEra,2.0,7.0,0.0,0.0,9.0,2.6416041678685933,Ted,1.0,2.0,0.0,0.0,3.0,1.584962500721156,0.0,0.0,1.0,,,5.541263545158426,5.811140992976701,0.9535586129910724,,9.668650902630873,,,,,,,,,,,,,,,,,,,,False
364732824,SuperJorielf1,2.0,10.0,1.0,0.0,13.0,3.3927474104487847,Marjorie ablao,1.0,12.0,0.0,1.0,14.0,3.182005814760214,0.0,0.0,2.0,"♬ music lover,god's angel,    kpop fan  elf|sone|blackjack",58.0,4.762173934797756,5.62040086571715,0.8473014734314889,,4.997212273764115,,,,,,,,,,,,,,,,,,,,False
620404975,caffeinatednz,0.0,13.0,0.0,0.0,13.0,3.0850551027564768,Dave Craig,2.0,7.0,0.0,1.0,10.0,3.121928094887362,0.0,0.0,2.0,"retired coder. used to be addicted to coffee. when i grow up i want to be an america's cup skipper or a fighter pilot or a nz breaker, over.  wearer of jandals.",160.0,7.918264686095274,7.843064016692054,1.009588174882058,,7.973155433444133,,,,,,,,,,,,,,,,,,,,False
2320414572,theaugustkiddo,0.0,14.0,0.0,0.0,14.0,3.378783493486176,Angelo,1.0,5.0,0.0,0.0,6.0,2.584962500721156,0.0,0.0,1.0,time-traveling.,15.0,5.209486152841421,4.770684624465665,1.0919787332252975,,4.919980925828125,,,,,,,,,,,,,,,,,,,,False
1085834299,silentcharina,0.0,13.0,0.0,0.0,13.0,3.238901256602631,silent charina,0.0,13.0,0.0,1.0,14.0,3.378783493486176,0.0,0.0,2.0,im addicted to kpop and anime lover also♥ partime model♥showtime lover  ;) follow me and i'll follow you back ;) gamsahamnida ♥ aishiteru♥,138.0,5.488937726156687,6.75343791859778,0.8127620024522796,,4.110873864173311,,,,,,,,,,,,,,,,,,,,False
307161588,TwoTwoAlys,3.0,7.0,0.0,0.0,10.0,2.721928094887362,SkinnyCanWrite,3.0,11.0,0.0,0.0,14.0,3.3248629576173574,0.0,0.0,1.0,sickness prevails though saints have flourished in my city /sordid stains mark their territory on my conscience but i talk of only beauty.,138.0,7.254884810077338,5.0238805208462765,1.444079886050962,,7.354362330421477,,,,,,,,,,,,,,,,,,,,False
632685533,vannahbabyyy_,0.0,12.0,0.0,1.0,13.0,2.6612262562697895,vannah,0.0,6.0,0.0,0.0,6.0,1.9182958340544893,0.0,0.0,1.0,"god didn't create me to give a fuck abt you, tf. fuck you, ya mama, yo uncle, ya grandma & yo dead homies, bitch☺ now quit lurkin. whooop",137.0,6.0014148779611505,5.4638318050256105,1.0983893890073764,,7.836369760545124,,,,,,,,,,,,,,,,,,,,False
166211662,ANDRESOHYES,11.0,0.0,0.0,0.0,11.0,3.095795255000934,✂,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,0.0,1.0,,,6.298949246855942,5.793013608384144,1.087335482474884,,10.818917914398128,,,,,,,,,,,,,,,,,,,,False
71978714,lbpetersen,0.0,10.0,0.0,0.0,10.0,2.8464393446710154,bitterbite,0.0,10.0,0.0,0.0,10.0,2.2464393446710154,0.0,0.0,1.0,"trust is earned, not given.",27.0,4.6913478822291435,5.910796644040527,0.7936913016554419,,8.595264726836392,,,,,,,,,,,,,,,,,,,,False
842433025,Setenzas,1.0,7.0,0.0,0.0,8.0,2.75,Setenza,1.0,6.0,0.0,0.0,7.0,2.5216406363433186,0.0,0.0,1.0,kiana here just to say that i like to draw and talk about the latest video games!,81.0,4.204692619390966,4.343805421853684,0.9679744397014558,,7.416378479192928,,,,,,,,,,,,,,,,,,,,False
2237494153,laedberongoy,0.0,12.0,0.0,0.0,12.0,3.2516291673878226,KristineLaeBerongoy,3.0,16.0,0.0,0.0,19.0,3.5766176449086653,0.0,0.0,1.0,lady spikers ✖ green ✖ ariana grande,36.0,6.933423025730715,6.773080375655535,1.023673519459698,,8.874308038583354,,,,,,,,,,,,,,,,,,,,False
58450507,ackimmah,0.0,8.0,0.0,0.0,8.0,2.5,kc,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,pre-med student / de villa,26.0,6.255750041753367,5.497168225293202,1.1379950158646825,,7.689828668736484,,,,,,,,,,,,,,,,,,,,False
335821350,andi_napitupulu,0.0,14.0,0.0,1.0,15.0,3.0565647621309537,αи∂ι ρ иαριтuρulu™,0.0,14.0,0.0,4.0,18.0,3.197159723424149,1.0,0.0,3.0,a christian | be a blessing | i love #travelling| drama| movies liker| studying in yuan ze university #taiwan| mimpi sejuta dolar ntd is my dreaming|,149.0,6.246106765481563,6.84587987526405,0.9123891858006998,,2.5649493574615367,,,,,,,,,,,,,,,,,,,,False
2360378178,Addie_bo_baddie,1.0,12.0,0.0,2.0,15.0,2.840223928941852,Addie Dupont,2.0,9.0,0.0,1.0,12.0,3.418295834054489,0.0,0.0,2.0,i'll eat some breakfast then change the world,45.0,4.406719247264253,4.356708826689592,1.0114789449017785,,7.693025748417888,,,,,,,,,,,,,,,,,,,,False
1018910047,YoOungNick,3.0,7.0,0.0,0.0,10.0,3.321928094887362,⛅,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,0.0,1.0,won't you let me be your favorite? #vft6,40.0,7.191429330036379,6.606650186198215,1.0885137138121541,,7.311886164077165,,,,,,,,,,,,,,,,,,,,False
122047987,wileywtf,0.0,8.0,0.0,0.0,8.0,2.75,Wiley,1.0,4.0,0.0,0.0,5.0,2.321928094887362,0.0,0.0,1.0,my expectations are lower than your standards.we'd probably get on.,67.0,4.3694478524670215,5.3471075307174685,0.8171610216113859,,5.521460917862246,,,,,,,,,,,,,,,,,,,,False
153288354,sarahvoverall,0.0,13.0,0.0,0.0,13.0,2.8731406795131336,Sezzz ⭐️,1.0,4.0,0.0,3.0,8.0,2.4056390622295662,1.0,0.0,2.0,welcome to my kanye nest; please remember to be your kanye best ⭐️,66.0,5.91350300563827,4.465908118654584,1.3241434549306836,,6.2166061010848646,,,,,,,,,,,,,,,,,,,,False
2697960505,bluewhiteboy14,0.0,12.0,2.0,0.0,14.0,3.521640636343319,Danny COYS,5.0,4.0,0.0,1.0,10.0,3.121928094887362,0.0,0.0,2.0,,,4.3694478524670215,2.6390573296152584,1.6556850824851284,,6.968850378341948,,,0.1437246963562753,0.40815459720558034,184.72823886639677,1960.38721066038,0.0,0.0,,,88.87702429149797,41.10331308557433,0.7539334669256741,0.152407818273287,0.04554655870445344,0.7042025415263751,0.2717611336032389,0.5020242914979757,0.22621457489878544,False
1093261646,Dready_Day,2.0,7.0,0.0,1.0,10.0,2.7219280948873625,#FREECARTERV,11.0,0.0,0.0,1.0,12.0,2.792481250360578,0.0,1.0,1.0,watch this black boy fly,24.0,6.261491684321042,5.153291594497779,1.2150470373162074,,8.548885638148727,,,,,,,,,,,,,,,,,,,,False
24295753,MsAmbiguous,2.0,9.0,0.0,0.0,11.0,3.0957952550009344,Nick (Rosie),2.0,7.0,0.0,3.0,12.0,3.418295834054489,0.0,0.0,2.0,"may the best of your todays, be the worst of your tomorrows●forca barca●#23overeverything●all views and opinions expressed are personal",135.0,6.156978985585555,5.823045895483019,1.0573468071686625,,3.2188758248682006,,,,,,,,,,,,,,,,,,,,False
489042575,RyanTheFangirl,3.0,11.0,0.0,0.0,14.0,3.521640636343319,ryan | vo,0.0,6.0,0.0,3.0,9.0,2.94770277922009,0.0,0.0,3.0,ryannnn! fashioooonnnnnn!! - @vromusic,38.0,7.388327859577107,7.087573705557973,1.0424340072517746,,10.078826453902199,,,,,,,,,,,,,,,,,,,,False
158169328,PH_film,2.0,4.0,0.0,1.0,7.0,2.807354922057604,Peter Hamilton,2.0,11.0,0.0,1.0,14.0,3.521640636343319,0.0,0.0,2.0,entertainment industry dealmaker • dog lover - tequila drinker,62.0,7.055312843339752,7.600902459542082,0.9282204160484385,,9.297618380083243,,,,,,,,,,,,,,,,,,,,False
288255849,_gracieeee__,0.0,9.0,0.0,3.0,12.0,2.5220552088742005,gracie,0.0,6.0,0.0,0.0,6.0,2.584962500721156,0.0,0.0,1.0,skills pay the bills,20.0,4.90527477843843,5.666426688112432,0.8656733861446017,,6.082218910376446,,,,,,,,,,,,,,,,,,,,False
22437394,AlbertoDefa,2.0,9.0,0.0,0.0,11.0,3.277613436819116,Alberto Desfassiaux,2.0,16.0,0.0,1.0,19.0,3.7871439606981387,0.0,0.0,2.0,editor de @atomix. videojuegos y cine.,38.0,6.638567789166521,4.584967478670572,1.4478985554530905,,6.827629234502852,,,,,,,,,,,,,,,,,,,,False
427791119,ForDaRatchets,3.0,10.0,0.0,0.0,13.0,3.3927474104487847,TeamFatAss,3.0,7.0,0.0,0.0,10.0,2.9219280948873623,0.0,0.0,1.0,who needs a bio? my name says it all,36.0,5.886104031450156,5.517452896464707,1.0668154566795958,,7.974532844130228,,,,,,,,,,,,,,,,,,,,False
541506684,JYHRMNO,7.0,0.0,0.0,0.0,7.0,2.807354922057604,Joyce C. Hermano,3.0,10.0,0.0,3.0,16.0,3.625,0.0,0.0,3.0,psalm 13:6,10.0,7.2305631534092925,7.117205503164344,1.0159272695153385,,7.348587530927593,,,,,,,,,,,,,,,,,,,,False
2326385024,yethHer,1.0,6.0,0.0,0.0,7.0,2.5216406363433186,Yeth ت,1.0,3.0,0.0,1.0,6.0,2.584962500721156,0.0,0.0,2.0,21/teacher/youth minister/dont worry too much because everything happens for a reason. choose to be brave like mary! ^^,119.0,6.837332814685591,7.234177179749849,0.9451431233706692,,7.480992162869525,,,,,,,,,,,,,,,,,,,,False
3164941860,ArianaReweti,2.0,10.0,0.0,0.0,12.0,3.084962500721156,Ariana Reweti,2.0,10.0,0.0,1.0,13.0,3.238901256602631,0.0,0.0,2.0,,,4.290459441148391,6.133398042996649,0.6995240503015133,,4.990432586778736,,,,,,,,,,,,,,,,,,,,False
574959037,RickyIKian,3.0,7.0,0.0,0.0,10.0,3.121928094887362,Ricky,1.0,4.0,0.0,0.0,5.0,2.321928094887362,0.0,0.0,1.0,#ikian,6.0,7.256297239690681,5.996452088619021,1.2100984269452908,,9.409273194575334,,,,,,,,,,,,,,,,,,,,False
1544322560,AshGoesDeep,3.0,8.0,0.0,0.0,11.0,2.845350936622437,"Ever, Greatest.",2.0,10.0,0.0,3.0,15.0,3.323231428797621,0.0,0.0,2.0,"realistically, the most scarce in the game. exotic like a lion. vanilla bean frap with java chips.the greater things come later in life. professional indian.",157.0,5.752572638825633,5.673323267171493,1.0139687741949617,,9.690912952571152,,,,,,,,,,,,,,,,,,,,False
609166669,brightestbitch,0.0,14.0,0.0,0.0,14.0,3.039148671903071,Cait,1.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,i believe i can so i fucking will,33.0,5.84354441703136,5.950642552587727,0.9820022569647049,,9.21463115339334,,,0.6693060083837913,1.6466090922072505,1932.8928737773638,20312.35332102089,0.0,0.0,,,58.77829529576153,33.05810940409997,0.7658138255679742,0.15415704450750262,-0.044642857142857144,0.7709355367164545,0.2758458646616541,0.40366541353383456,0.32048872180451127,False
241348252,TheDuckette_,2.0,9.0,0.0,1.0,12.0,3.0220552088742005,Ya Girl Court,3.0,8.0,0.0,2.0,13.0,3.3927474104487847,0.0,0.0,3.0,youth council of okc ♦️miss black ok county teen 2014 ♦️ deca ⚡️biosciences and medicine academy student ❤️,107.0,6.19644412779452,6.320768294250582,0.9803308457661472,,8.531884740159228,,,,,,,,,,,,,,,,,,,,False
246418381,NevineAbaza,2.0,9.0,0.0,0.0,11.0,3.0957952550009344,Nevine Abaza,2.0,9.0,0.0,1.0,12.0,3.2516291673878226,0.0,0.0,2.0,owner and founder of @angels_egypt. artist & writer. an egyptian girl that is deeply in love with egypt ❤,105.0,7.721791776817535,6.104793232414985,1.264873597326225,,7.999342952713282,,,,,,,,,,,,,,,,,,,,False
797250055,fabianblanco23,0.0,12.0,2.0,0.0,14.0,3.182005814760214,Fabian,1.0,5.0,0.0,0.0,6.0,2.2516291673878226,0.0,0.0,1.0,just living life too the fullest,32.0,6.385194398997726,6.543911845564792,0.9757457847365962,,8.902727664035522,,,,,,,,,,,,,,,,,,,,False
1963501656,dcervetto_,0.0,9.0,0.0,1.0,10.0,2.9219280948873623,Dawson,1.0,5.0,0.0,0.0,6.0,2.584962500721156,0.0,0.0,1.0,php 4:13 | rise to the ocassion |,33.0,5.231108616854587,5.147494476813453,1.0162436580394147,,8.343315881404946,,,,,,,,,,,,,,,,,,,,False
17718315,mhcampacbs,0.0,10.0,0.0,0.0,10.0,2.721928094887362,Maryhelen Campa,2.0,12.0,0.0,1.0,15.0,3.4565647621309536,0.0,0.0,2.0,"news producer and assignment editor in los angeles. @cbseveningnews, @csunorthridge. re-tweets and links are not endorsements from me or cbs news.",146.0,5.4680601411351315,6.100318952020064,0.8963564338426,,4.653960350157523,,,,,,,,,,,,,,,,,,,,False
1925081953,calebthompson_,0.0,13.0,0.0,1.0,14.0,3.6644977792004623,Caleb T.,2.0,4.0,0.0,2.0,8.0,3.0,0.0,0.0,2.0,westmoore,9.0,5.916202062607435,5.58724865840025,1.0588757408733929,,8.62998601889136,,,,,,,,,,,,,,,,,,,,False
367414177,CelesteAdrianaa,2.0,13.0,0.0,0.0,15.0,3.272905595320056,Celeste✨,1.0,6.0,0.0,1.0,8.0,2.4056390622295662,1.0,0.0,1.0,celeste. 23. la. |instagram: celesteadriana|,44.0,5.278114659230517,4.912654885736052,1.0743915015393368,,8.450198322591959,,,,,,,,,,,,,,,,,,,,False
3027846710,canibal_mammal,0.0,13.0,0.0,1.0,14.0,2.7534343861887844,tyler,0.0,5.0,0.0,0.0,5.0,2.321928094887362,0.0,0.0,1.0,no such thing as an ego where i flow ~ define reality {love all my fellow mammals we all fam whassup} im a witch,112.0,5.472270673671475,5.978885764901122,0.915265969086796,,5.429345628954441,,,,,,,,,,,,,,,,,,,,False
149587895,annika_ahmed,0.0,11.0,0.0,1.0,12.0,3.0220552088742,Anika Ahmed,2.0,8.0,0.0,1.0,11.0,3.2776134368191165,0.0,0.0,2.0,,,4.30406509320417,6.161207321695077,0.6985749494337795,,5.4680601411351315,,,,,,,,,,,,,,,,,,,,False
2234848961,rai_rooplal4,0.0,10.0,1.0,1.0,12.0,2.918295834054489,r.a.i_,0.0,3.0,0.0,3.0,6.0,2.2516291673878226,0.0,0.0,1.0,instagram - r.a.i_                                                arsenal fc ❤️ #coyg,85.0,4.997212273764115,5.0238805208462765,0.9946917035603248,,3.9512437185814275,,,,,,,,,,,,,,,,,,,,False
2977924797,BeforeCinema,2.0,10.0,0.0,0.0,12.0,3.188721875540867,Before Cinema,2.0,10.0,0.0,1.0,13.0,3.334679141051595,0.0,0.0,2.0,"before cinema was founded by filmmakers, directors, producers, cinematographers… who wanted to share their creative work. follow us . wanna work with us? ✉️",156.0,5.236441962829949,5.030437921392435,1.0409515125038045,,4.465908118654584,,,,,,,,,,,,,,,,,,,,False
39220893,booleanvalue,0.0,12.0,0.0,0.0,12.0,2.918295834054489,Sam P,2.0,2.0,0.0,1.0,5.0,2.321928094887362,0.0,0.0,2.0,"enspiralite, open sourcerer, social engineer, locksporter, arduinist, brewer, guitarist, and silicon welly resident. proud 501st member. #mtamo",143.0,7.091742115095153,7.083387847625295,1.0011794169187924,,5.863631175598097,,,,,,,,,,,,,,,,,,,,False
