user_id,username,username_uppercase,username_lowercase,username_numeric,username_special,username_length,username_se,screenname,screenname_uppercase,screenname_lowercase,screenname_numeric,screenname_special,screenname_length,screenname_se,screenname_emoji,screenname_hashtag,screenname_word,description,description_length,user_md_follower,user_md_following,user_md_follow_ratio,user_md_total_post,user_md_total_like,user_md_verified,user_md_protected,post_md_like_mean,post_md_like_std,post_md_retweet_mean,post_md_retweet_std,post_md_reply_mean,post_md_reply_std,post_md_quote_mean,post_md_quote_std,post_text_length_mean,post_text_length_std,post_sentiment_score_mean,post_sentiment_score_std,post_sentiment_numeric_mean,post_sentiment_numeric_std,post_sentiment_numeric_prop_positive,post_sentiment_numeric_prop_negative,label
0A1FE2F0-E9AC-49E3-B3C5-CF02EDF27E71,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,True
74CC7CFC-2AA6-4D97-883C-44307A45DD6B,,,,,,,,,,,,,,,,,,,,,,22.57894736842105,5.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1.8,3.6,,,,,,,True
93DA546B-8968-4B3C-A7CD-B7F83F89C0D7,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,True
28614550,realwarriors,0.0,12.0,0.0,0.0,12.0,2.751629167387823,Real Warriors,2.0,10.0,0.0,1.0,13.0,3.180832987205441,0.0,0.0,2.0,Campaign sponsored by the @PHCoE. Any role in the military can be stressful. For confidential 24/7 support call 866-966-1020. https://t.co/FWIAY1A7jF,149.0,51043.0,16429.0,0.3218658777893149,29118.0,7590.0,1.0,0.0,,,,,,,,,194.08,69.93964254984435,0.9253808653354644,0.1051991457057474,-0.32,0.9474175425861612,0.34,0.66,False
1242422334603968513,jungginam,0.0,9.0,0.0,0.0,9.0,2.725480556997868,Fajoo⁷,1.0,4.0,1.0,0.0,6.0,2.251629167387823,0.0,0.0,1.0,—  L o v e  Y o u ! @BTS_twt @TXT_members ♡  —      The reason why i smile. Namu - Hyuka. yoo! 🐨🐧,97.0,291.0,434.0,1.4914089347079038,26965.0,55404.0,0.0,0.0,,,,,,,,,81.6,43.28417724758091,0.9717034554481506,0.0411322470668754,-0.92,0.3919183588453087,0.04,0.96,True
616307286,glennisgxvg,0.0,11.0,0.0,0.0,11.0,2.8453509366224368,Glennis Hamilton,2.0,13.0,0.0,1.0,16.0,3.452819531114783,0.0,0.0,2.0,nl,2.0,18.0,500.0,0.036,,0.0,,,16.0,109.6904736064167,187.3958333333333,1284.57524983266,0.0625,0.4284784125250652,,,61.35416666666666,36.72050379972415,0.9418628551065922,0.0944786931859446,-0.5,0.8660254037844386,0.25,0.75,True
,,,,,,,,,,,,,,,,,,,,357.0,593.0,0.6020236087689713,,,,1.0,,,,,,,,,,,,,,,,,False
780812734476668928,somenerdliam,0.0,12.0,0.0,0.0,12.0,3.2516291673878226,Liam 💻,1.0,3.0,0.0,2.0,6.0,2.584962500721156,1.0,0.0,2.0,"code monkey by day, twitter philosopher by night. (Sir/Sire)",60.0,17391.0,69.0,0.003967569432465,221.0,3233.0,0.0,0.0,,,,,,,,,167.34,75.11953407736232,0.9724750792980196,0.0764685583053942,-0.64,0.7683749084919419,0.18,0.82,True
,,,,,,,,,,,,,,,,,0.0,,,486.0,862.0,0.5638051044083526,58.0,,,1.0,,,,,,,,,,,,,,,,,False
FA1EC065-5DC9-4E1A-AC79-1DFFE6D437D5,,,,,,,,,,,,,,,,,,,,,,2.4375,11.0,0.0,0.0,0.0,11.909090909090908,8.447210894776244,0.8181818181818182,1.3360853142453697,2.8181818181818183,1.79990817029303,,,59.36363636363637,27.634868380602487,,,,,,,False
,,,,,,,,,,,,,,,,,,,,32.0,3921.0,0.0081611833715888,,,,0.0,,,,,,,,,,,,,,,,,True
,,,,,,,,,,,,,,,,,1.0,,,0.0,29.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,True
1140451,Anthony,1.0,6.0,0.0,0.0,7.0,2.5216406363433186,Anthony DeRosa 🗽,3.0,10.0,0.0,3.0,16.0,3.625,1.0,0.0,3.0,"Strategy Editor at @WSJ - U.S. News, Investigations, Sports and Special Projects https://t.co/d3Znnkmhht / https://t.co/B7Ie03fOE8",130.0,103338.0,7111.0,0.068813021347423,54391.0,50615.0,1.0,0.0,,,,,,,,,145.04,48.97997958349921,0.977145447731018,0.0599785498386187,-0.68,0.7332121111929343,0.16,0.84,False
764731350,ChozLogs,2.0,6.0,0.0,0.0,8.0,2.75,Chloe Czolgosz,2.0,11.0,0.0,1.0,14.0,3.039148671903071,0.0,0.0,2.0,"Life isn't short. It's the longest thing you'll ever do. Breakfast food is key. Keep your expectations high, and your heels even higher. Movie Expert. SAU 2018",159.0,691.0,458.0,1.5087336244541485,,11204.0,,,,,,,,,,,,,,,,,,,False
89AB760F-D309-4AC3-845A-7B804E4D49D9,,,,,,,,,,,,,,,,,,,,,,51.8,3.0,20.0,0.0,0.0,1.3333333333333333,1.247219128924647,0.0,0.0,0.0,0.0,,,10.333333333333334,10.656244908763853,,,,,,,True
114737772,Mpalawat,1.0,7.0,0.0,0.0,8.0,2.4056390622295662,Mahesh Palawat,2.0,11.0,0.0,1.0,14.0,3.09306920777189,0.0,0.0,2.0,Vice president Meteorology And climate Change @SkymetWeather loves to follow and predict weather to help farmers and masses. Ex Air Force Boxer.,144.0,9348.0,45.0,0.0048138639281129,6059.0,2300.0,0.0,0.0,,,,,,,,,125.68,70.64571890780078,0.9213201129436492,0.1212907406657001,-0.76,0.6499230723708772,0.12,0.88,True
DF9188EA-1245-445E-8622-AFC3CDB5D653,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,0.0,0.0,0.0,20.2,10.419213022104884,0.0,0.0,2.8,2.4,,,11.4,6.974238309665077,,,,,,,False
87DD857A-689A-416A-AA00-5096DAC46B73,,,,,,,,,,,,,,,,,,,,,,0.0333844011142061,20.0,0.0,0.0,0.0,29.2,32.81402139330076,0.2,0.5099019513592785,0.3,0.5567764362830021,,,8.75,13.014895312679238,,,,,,,False
393352485,KunzHinsonzfn,2.0,11.0,0.0,0.0,13.0,2.9312089489103235,embunpenyejuk,0.0,13.0,0.0,0.0,13.0,3.026986833359288,0.0,0.0,1.0,,,856.0,1591.0,0.5380263984915148,,1507.0,,,0.0483870967741935,0.2145828176717753,0.0483870967741935,0.2145828176717753,0.0,0.0,,,88.58064516129032,32.209269546903066,0.9710474696851544,0.0541689688210114,0.032258064516129,0.9994795732148172,0.5161290322580645,0.4838709677419355,True
D7EC7935-AEF1-4595-A0CA-9BD5F3B1EA91,,,,,,,,,,,,,,,,,,,,,,33.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,False
,,,,,,,,,,,,,,,,,1.0,,,49.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,True
213261669,Macneil8,1.0,6.0,1.0,0.0,8.0,3.0,Noel Mark T. Lerio,4.0,10.0,0.0,4.0,18.0,3.572431251322119,0.0,0.0,4.0,"Father, Life lover, Truth Seeker, Adventurer",44.0,101.0,208.0,0.4855769230769231,,5.0,,,,,,,,,,,,,,,,,,,False
D375ED26-591E-4020-83FF-19AF902BB975,,,,,,,,,,,,,,,,,,,,,,5.5617352614015575e-05,20.0,0.0,0.0,0.0,34900.0,6885.41937720572,750.55,341.19356309871966,1088.45,324.3498843841323,,,63.2,37.518795289827736,,,,,,,False
D205F7AE-1EAA-463D-9DEF-BFB00C6EFFD0,,,,,,,,,,,,,,,,,,,,,,0.0003222523744911,20.0,0.0,0.0,0.0,33070.65,47499.474954229765,743.95,1439.97581490107,95.35,117.0082368895455,,,103.15,16.933029852923543,,,,,,,False
74D10AAC-2156-4A81-B88E-C74FFB874B7D,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,True
,,,,,,,,,,,,,,,,,2.0,,,1962.0,2701.0,0.7263976305072195,487.0,,,0.0,,,,,,,,,,,,,,,,,False
2358858643,OlgaAngst,2.0,7.0,0.0,0.0,9.0,2.94770277922009,Olga Angst,2.0,7.0,0.0,1.0,10.0,3.121928094887362,0.0,0.0,2.0,,,9.0,45.0,0.2,,0.0,,,0.0784313725490196,0.2688492000157271,0.0588235294117647,0.2352941176470588,0.0,0.0,,,61.294117647058826,37.43820745124731,0.9775674880719653,0.0694234077237019,0.0588235294117647,0.9982683969692432,0.5294117647058824,0.4705882352941176,True
A558939B-6F55-4A3D-BED0-AB5AB13B057F,,,,,,,,,,,,,,,,,,,,,,0.0806451612903225,20.0,0.0,0.0,0.0,8.5,8.61103942622492,0.15,0.3570714214271424,1.35,1.4239030865898146,,,39.25,24.506886787186986,,,,,,,False
,,,,,,,,,,,,,,,,,1.0,,,64.0,60.0,1.0666666666666669,0.0,,,0.0,,,,,,,,,,,,,,,,,True
,,,,,,,,,,,,,,,,,3.0,,,162.0,311.0,0.5209003215434084,7.0,,,1.0,,,,,,,,,,,,,,,,,False
38B727B1-3909-4C91-A7EE-18A8E012C833,,,,,,,,,,,,,,,,,,,,,,22.112676056338028,3.0,9.0,0.0,0.0,4.0,2.160246899469287,0.6666666666666666,0.9428090415820634,0.0,0.0,,,3.0,2.160246899469287,,,,,,,True
AE2122B4-9AD4-49F0-A855-C39DFA5B6953,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,True
45449023,Cind3r3llaL0v3,2.0,8.0,4.0,0.0,14.0,3.3248629576173574,LOYALTY B4 ROYALTY,15.0,0.0,1.0,2.0,18.0,3.016875695766564,0.0,0.0,3.0,MY NIECE AND NEPHEWS ARE THE JOY TO MY HEART AND LOVE THAT NEVER ENDS. ♡LIMITED EDITION☆ONLY VARIETY♡,101.0,162.0,168.0,0.9642857142857144,,842.0,,,,,,,,,,,,,,,,,,,False
,,,,,,,,,,,,,,,,,2.0,,,791.0,456.0,1.7346491228070176,8.0,,,0.0,,,,,,,,,,,,,,,,,False
00362980-EF23-4D88-8A7D-DDFE75922846,,,,,,,,,,,,,,,,,,,,,,2.0626780626780628,20.0,20.0,0.0,0.0,0.4,1.356465996625053,0.0,0.0,0.0,0.0,,,27.0,9.757048734120374,,,,,,,True
,,,,,,,,,,,,,,,,,1.0,,,864.0,3646.0,0.2369720241360395,108.0,,,1.0,,,,,,,,,,,,,,,,,True
39531D36-2390-4B72-8DA0-E33874117290,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,True
253712142,jordanklepper,0.0,13.0,0.0,0.0,13.0,3.238901256602631,Jordan Klepper,2.0,11.0,0.0,1.0,14.0,3.378783493486176,0.0,0.0,2.0,"Stand up, KLEPPER, Daily Show, The Opposition and what not.",59.0,139898.0,1044.0,0.0074625798796265,2257.0,3673.0,1.0,0.0,,,,,,,,,76.82,48.34157217137234,0.9645422601699828,0.0664245392132759,-0.32,0.9474175425861612,0.34,0.66,False
D5C24EBE-41F4-4818-B07C-DB4CFF3FD63B,,,,,,,,,,,,,,,,,,,,,,0.0910377358490566,20.0,0.0,0.0,0.0,30.2,40.07443075079171,0.05,0.2179449471770336,1.2,1.503329637837291,,,16.25,16.22921747959525,,,,,,,False
BF817D84-EDA9-4851-A022-C1449E46141F,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,True
41147159,nikefootball,0.0,12.0,0.0,0.0,12.0,3.2516291673878226,Nike Football,2.0,10.0,0.0,1.0,13.0,3.392747410448785,0.0,0.0,2.0,,0.0,3627279.0,209.0,5.7618947977257887e-05,46396.0,1599.0,1.0,0.0,,,,,,,,,159.24,65.69644130392453,0.9629689836502076,0.0793927307841056,-0.32,0.9474175425861612,0.34,0.66,False
395AA976-6816-4D45-A1D7-E0F009CE77B6,,,,,,,,,,,,,,,,,,,,,,11.978571428571428,19.0,0.0,0.0,0.0,166.73684210526315,80.45190920848837,0.5263157894736842,0.9930506454796426,11.473684210526317,7.569804426679182,,,49.10526315789474,42.0999996710115,,,,,,,False
,,,,,,,,,,,,,,,,,1.0,,,119.0,350.0,0.34,0.0,,,0.0,,,,,,,,,,,,,,,,,True
3198615740,AadilHusainItoo,3.0,12.0,0.0,0.0,15.0,3.5068905956085183,Itoo Aadil (ایتو عادل),2.0,7.0,0.0,5.0,22.0,4.061482186720775,0.0,0.0,4.0,| Muslim | Engineer | | ExKGPian | | SSMian | | Kashmiri🍁 | |Entrepreneur | | 30 may🎂 | Cricket ❤️| | A Speck of dust |,119.0,186.0,165.0,0.8870967741935484,454.0,9945.0,0.0,0.0,,,,,,,,,110.18,58.37249009593474,0.9757087194919586,0.052524202575598,-0.72,0.6939740629158987,0.14,0.86,True
1275027849884438529,FakeDeclanRice,3.0,11.0,0.0,0.0,14.0,3.182005814760214,Best Of Declan Rice,4.0,12.0,0.0,3.0,19.0,3.6421498816369033,0.0,0.0,4.0,"You probably love Declan Rice, why not follow this account and you will get the best bit out of our own Basmati Busquets",120.0,1372.0,44.0,0.032069970845481,125.0,427.0,0.0,0.0,,,,,,,,,44.2,25.78836947152728,0.9675956177711488,0.0672857886280776,-0.64,0.768374908491942,0.18,0.82,True
1297400558,jzia_ramz12,0.0,8.0,2.0,1.0,11.0,3.0957952550009344,Butterfield ❤,1.0,10.0,0.0,2.0,13.0,3.3927474104487847,1.0,0.0,2.0,idols failed to notice this incredible type of human called a fangirl,69.0,638.0,337.0,1.8931750741839763,,4738.0,,,,,,,,,,,,,,,,,,,False
,,,,,,,,,,,,,,,,,0.0,,,1824.0,2713.0,0.6723184666420936,72.0,,,0.0,,,,,,,,,,,,,,,,,False
05729351-525B-46B8-BEF9-C6CEA2CEBED1,,,,,,,,,,,,,,,,,,,,,,25.76086956521739,4.0,20.0,0.0,0.0,3.75,0.4330127018922193,0.0,0.0,0.0,0.0,,,4.0,2.549509756796392,,,,,,,True
999559092757819392,eugemigliori,0.0,12.0,0.0,0.0,12.0,2.8553885422075336,Eugenia Migliori 🇦🇷,2.0,13.0,0.0,4.0,19.0,3.616348566075163,0.0,0.0,3.0,Argie living in London via Madrid and NYC. Principal Policy Adviser @cbitweets. Wages + Gender Equality. MPA @ucl. Peronista & Feminista. Tweets my own views.,158.0,303.0,896.0,2.957095709570957,618.0,9830.0,0.0,0.0,,,,,,,,,123.88,65.34451468945194,0.9388017809391022,0.1025523941332052,-0.64,0.7683749084919419,0.18,0.82,False
473464133,agreenewyork,0.0,12.0,0.0,0.0,12.0,3.0220552088742,AGREE New York,7.0,5.0,0.0,2.0,14.0,3.521640636343319,0.0,0.0,3.0,"Alliance for a Green Economy (AGREE) works for safe, affordable energy and the development of a green economy in New York State.",128.0,1012.0,1130.0,1.116600790513834,10008.0,15742.0,0.0,0.0,,,,,,,,,156.44,70.18266452622044,0.9557375645637513,0.0964789496345737,-0.56,0.828492607088319,0.22,0.78,True
3194659957,J1k_3,1.0,1.0,2.0,1.0,5.0,2.321928094887362,Jstepp♻️,1.0,5.0,0.0,2.0,8.0,2.75,1.0,0.0,1.0,A million dollars on my mind 100G’s at a time..,47.0,795.0,1847.0,2.3232704402515725,8644.0,3082.0,0.0,0.0,,,,,,,,,76.18,32.41708808637815,0.955597438812256,0.0891267978572908,-0.52,0.8541662601625051,0.24,0.76,True
109702885,marcjacobs,0.0,10.0,0.0,0.0,10.0,2.9219280948873623,Marc Jacobs,2.0,8.0,0.0,1.0,11.0,3.0957952550009344,0.0,0.0,2.0,,0.0,8812257.0,1260.0,0.0001429826660752,25312.0,10723.0,1.0,0.0,,,,,,,,,140.14,45.48802479774209,0.9348371624946594,0.0906124689600534,0.4,0.916515138991168,0.7,0.3,False
12791B38-66DC-4279-8840-406BE7F6DE80,,,,,,,,,,,,,,,,,,,,,,117.0,0.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,True
6B1CD91D-BCE6-4825-AB19-2E6E55C4147D,,,,,,,,,,,,,,,,,,,,,,0.0001025,18.0,0.0,0.0,0.0,47122.944444444445,100548.78719665958,407.55555555555554,1380.3220325635054,640.2777777777778,1110.1606893476453,,,86.72222222222223,23.72014042387597,,,,,,,False
,,,,,,,,,,,,,,,,,1.0,,,40.0,19.0,2.1052631578947367,2.0,,,0.0,,,,,,,,,,,,,,,,,True
316402288,Willynhoweblan,1.0,13.0,0.0,0.0,14.0,3.3248629576173574,Willy Nunes,2.0,8.0,0.0,1.0,11.0,3.277613436819116,0.0,0.0,2.0,,,7.0,609.0,0.0114942528735632,,14.0,,,7965.411764705882,31831.39923567668,44802.117647058825,61712.10503133013,6.529411764705882,9.864479635414565,,,97.11764705882354,40.08209568452812,0.8867859945577734,0.1338793629128118,-0.8823529411764706,0.4705882352941177,0.0588235294117647,0.9411764705882352,True
73EFE2B9-0123-4DEB-ABEE-7BC720CBB5D5,,,,,,,,,,,,,,,,,,,,,,28.245283018867923,0.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,True
,,,,,,,,,,,,,,,,,3.0,,,470.0,288.0,1.6319444444444444,172.0,,,0.0,,,,,,,,,,,,,,,,,False
112751658,anaginas,0.0,8.0,0.0,0.0,8.0,2.1556390622295662,Gina غنى Dirawi,2.0,8.0,0.0,2.0,15.0,3.32323142879762,0.0,0.0,3.0,Förhandsbeställ min debutroman ”Paradiset ligger under mammas fötter” NU! Link nedan! Agent:tove@promotormedia.se,113.0,192874.0,0.0,0.0,7417.0,1858.0,1.0,0.0,,,,,,,,,103.2,82.56512580987206,0.956183705329895,0.0965386865358843,-0.84,0.5425863986500219,0.08,0.92,False
,,,,,,,,,,,,,,,,,2.0,,,464.0,1039.0,0.4465832531280077,1020.0,,,1.0,,,,,,,,,,,,,,,,,False
,,,,,,,,,,,,,,,,,1.0,,,17.0,44.0,0.3863636363636363,0.0,,,0.0,,,,,,,,,,,,,,,,,True
D4CE12B6-9F2D-4BB9-9E68-EF95B81F6ABE,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,True
710176700,cieramcfarlan,0.0,13.0,0.0,0.0,13.0,3.026986833359288,Ciera Mcfarland,2.0,12.0,0.0,1.0,15.0,3.456564762130953,0.0,0.0,2.0,Christian | Siger  Writer | ChristMusiq,39.0,5.0,190.0,0.0263157894736842,,0.0,,,0.0,0.0,0.0,0.0,0.0714285714285714,0.2575393768188563,,,59.785714285714285,47.30928415593433,0.9889283009937831,0.0103904202108499,-0.4285714285714285,0.9035079029052512,0.2857142857142857,0.7142857142857143,True
,,,,,,,,,,,,,,,,,2.0,,,47.0,139.0,0.3381294964028777,23.0,,,0.0,,,,,,,,,,,,,,,,,True
AA2942A8-5310-4F5B-AFBA-1284D177BDB9,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,True
ED14C7A3-71A5-4BF5-9996-CB77DC6F15CE,,,,,,,,,,,,,,,,,,,,,,195.0,0.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,True
4518E624-9380-423C-B684-4DCA800AB9B5,,,,,,,,,,,,,,,,,,,,,,46.45283018867924,3.0,9.0,0.0,0.0,10.333333333333334,0.4714045207910317,0.0,0.0,0.0,0.0,,,14.333333333333334,20.27039439401436,,,,,,,True
,,,,,,,,,,,,,,,,,0.0,,,30.0,48.0,0.625,0.0,,,0.0,,,,,,,,,,,,,,,,,True
,,,,,,,,,,,,,,,,,1.0,,,88.0,61.0,1.4426229508196722,4.0,,,0.0,,,,,,,,,,,,,,,,,True
1015049688507174912,ScooterBoyElite,3.0,12.0,0.0,0.0,15.0,3.32323142879762,Jack,1.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,"Rays, Bolts, Falcons Proud member of the O'rangers #GOOOOOORANGERS",66.0,509.0,588.0,1.1552062868369353,3478.0,4061.0,0.0,0.0,,,,,,,,,54.9,36.09501350602324,0.9774181079864502,0.0442796255169627,-0.32,0.9474175425861612,0.34,0.66,False
,,,,,,,,,,,,,,,,,1.0,,,51.0,59.0,0.864406779661017,1.0,,,1.0,,,,,,,,,,,,,,,,,True
4C2C666E-E814-46F0-92CE-27CB24F77C54,,,,,,,,,,,,,,,,,,,,,,87.83333333333333,0.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,True
,,,,,,,,,,,,,,,,,2.0,,,122.0,177.0,0.6892655367231638,16.0,,,0.0,,,,,,,,,,,,,,,,,False
6473B730-CEFA-4F95-B552-2523A1441465,,,,,,,,,,,,,,,,,,,,,,0.0255395683453237,20.0,0.0,0.0,0.0,4883.7,19482.37504284321,24.9,96.64258895538758,30.0,66.84534389170274,,,67.5,30.35210042155238,,,,,,,False
27AEFE5F-1DE5-4559-8E1E-1EFCA743CB59,,,,,,,,,,,,,,,,,,,,,,15.634831460674157,8.0,0.0,0.0,0.0,21.875,5.085211401701998,0.25,0.4330127018922193,0.875,0.7806247497997998,,,40.25,18.93904696651867,,,,,,,False
1112976234,buddabaker32,0.0,10.0,2.0,0.0,12.0,3.084962500721156,Budda Baker,2.0,8.0,0.0,1.0,11.0,2.9139770731827523,0.0,0.0,2.0,AZ l Blessed l R.I.P big bro |,30.0,27546.0,446.0,0.0161910985261017,3801.0,9561.0,1.0,0.0,,,,,,,,,92.7,47.81809281014876,0.9451098549365996,0.0996557770920875,0.04,0.999199679743744,0.52,0.48,False
7FA32A2B-69D1-4E95-A365-24CEBD3398A0,,,,,,,,,,,,,,,,,,,,,,190.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,True
A01F18B1-0521-4456-93ED-1E46F4A58E80,,,,,,,,,,,,,,,,,,,,,,5.846153846153846,2.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,,,4.0,4.0,,,,,,,False
58187747,AM560TheAnswer,4.0,7.0,3.0,0.0,14.0,3.521640636343319,AM 560 The Answer,4.0,7.0,3.0,3.0,17.0,3.572469458770136,0.0,0.0,4.0,News. Opinion. Insight. Proft & Jacobson. Gallagher. Prager. Hannity. Cortes. Elder. Sekulow. Gorka. Hewitt. Listen LIVE https://t.co/3EGDEZQ1mr,144.0,5011.0,1671.0,0.33346637397725,51482.0,542.0,0.0,0.0,,,,,,,,,127.34,51.56572892920258,0.9553883004188538,0.0767623987135014,-0.36,0.932952303175248,0.32,0.68,True
,,,,,,,,,,,,,,,,,1.0,,,178.0,1417.0,0.1256175017642907,10.0,,,0.0,,,,,,,,,,,,,,,,,True
,,,,,,,,,,,,,,,,,0.0,,,2487.0,999.0,2.4894894894894897,559.0,,,0.0,,,,,,,,,,,,,,,,,False
,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,True
,,,,,,,,,,,,,,,,,,,,22.0,2666.0,0.0082520630157539,,,,1.0,,,,,,,,,,,,,,,,,True
84A2A16B-149D-47DB-A208-4CE41840137E,,,,,,,,,,,,,,,,,,,,,,1.7943262411347518,1.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,2.0,0.0,,,10.0,0.0,,,,,,,True
583341504,Supreme_JEEZUS,7.0,6.0,0.0,1.0,14.0,3.378783493486176,Chef Kurry,2.0,7.0,0.0,1.0,10.0,3.1219280948873624,0.0,0.0,2.0,SWISH,5.0,337.0,355.0,0.9492957746478872,,2421.0,,,,,,,,,,,,,,,,,,,False
86711F90-9DFB-45BF-A8DB-C2CA668D67F5,,,,,,,,,,,,,,,,,,,,,,45.142857142857146,0.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,True
,,,,,,,,,,,,,,,,,,,,12.0,1710.0,0.0070175438596491,,,,0.0,,,,,,,,,,,,,,,,,True
AB998458-F172-419A-A47D-FEE860E5E0FF,,,,,,,,,,,,,,,,,,,,,,37.1578947368421,0.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,True
,,,,,,,,,,,,,,,,,1.0,,,2346.0,7272.0,0.3226072607260726,0.0,,,0.0,,,,,,,,,,,,,,,,,True
88BAEC28-6EE3-40D5-9BB1-E39403A4EA22,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,True
,,,,,,,,,,,,,,,,,,,,28.0,4518.0,0.0061974324922532,,,,0.0,,,,,,,,,,,,,,,,,True
BB98BD9F-17E0-4493-8FCA-FB300227EDF1,,,,,,,,,,,,,,,,,,,,,,0.0789835164835164,20.0,0.0,0.0,0.0,32.75,34.00716836197921,0.15,0.3570714214271424,3.9,4.7,,,95.05,28.394497706421923,,,,,,,False
,,,,,,,,,,,,,,,,,,,,1.0,1807.0,0.0005534034311012,,,,1.0,,,,,,,,,,,,,,,,,True
DAC7ED03-9A43-4A53-AEDA-A3B8A1E65A1E,,,,,,,,,,,,,,,,,,,,,,13.885714285714286,0.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,True
972710657295601664,Purificador6,1.0,10.0,1.0,0.0,12.0,3.2516291673878226,Purificador,1.0,10.0,0.0,0.0,11.0,3.095795255000934,0.0,0.0,1.0,,0.0,436.0,652.0,1.4954128440366972,1155.0,160.0,0.0,0.0,,,,,,,,,98.14,62.90151349530469,0.9605445981025696,0.0437323971403842,-0.96,0.2799999999999999,0.02,0.98,False
10866252,kannibal,0.0,8.0,0.0,0.0,8.0,2.5,火,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,As long and sharp as yours.,27.0,135.0,404.0,0.3341584158415842,,1147.0,,,,,,,,,,,,,,,,,,,False
